,announcement_id,type_source,estate_type,price,area,price_m2,room_count,meuble,postal_code,latitude,longitude,description,collected_date,data_source,type_owner,target
4750,slg_189172379,sales,Appartement,56500.0,21.00371747211896,2690.0,1.0,True,33700,,,"- AJM 414 - À vendre studio idéal investisseur. Nous vous proposons ce studio d'environ 22,15 m2 au 2ème étage sur 4 d'une résidence de tourisme proche de l'aéroport de Bordeaux Mérignac. Un bien en très bon état vendu meublé et géré par un gestionnaire. Rentabilité NETTE de 5% avec un revenu annuel de 2952€ TTC. Les avantages de la location en résidence gérée: Un statut fiscal avantageux offrant des revenus non fiscalisés, une facilité de gestion, pas de vacances locatives et de risque d'impayés, des charges de copropriété prises en charge par l'exploitant Référence interne : AJM 414 À découvrir auprès de Juliette MORVAN, entrepreneur individuel ou - RSAC 891707663. Prix 52 000 € honoraires exclus. Honoraires de 4 500 € TTC à la charge de l'acquéreur. Soit 8,65 % du net vendeur.",2022-07-20,seloger,0,1
6470,slg_195460711,sales,Autre,238600.0,110.0046104195482,2169.0,4.0,False,16400,,,"Projet de construction
Maison/Villa à vendre - Maison 4 pièces à vendre à La Couronne PROCHE D'ANGOULÊME - MAISON 4 PIÈCES A CONSTRUIRE À vendre à La Couronne (16400) : maison neuve 4 pièces de 110 m² et de 402 m² de terrain. La maison de 4 pièces offre trois chambres, une cuisine et deux salles de bains. À dix minutes : gare (Angoulême), établissements scolaires, [...]",2022-12-13,seloger,0,0
7155,slg_177207025,sales,Appartement,270000.0,40.0,6750.0,2.0,True,33000,,,"Cœur Chartrons - T2 - terrasse - calme absolue Au sein d'un très belle immeuble ancien entre la place Paul Doumer (Tram C) et de la rue Notre Dame, venez découvrir ce charmant 2 pièces avec 12M2 de terrasse sur cour, composé ainsi : Entrée donnant sur un séjour avec cuisine ouverte aménagée et équipée, une chambre baignée de lumière, une salle d'eau avec WC, ainsi que de nombreux rangements. Cet appartement vous séduira par son calme, son plan optimisé, sa hauteur sous plafond (3M), ainsi que sa localisation proche des commerces et de toutes les commodités. Pour plus d'informations, veuillez contacter Thomas GODDARD effiCity Société par Actions Simplifiée, au capital de 116 847 euros - Carte professionnelle CPI 7501 2015 000 002 025 délivrée par la Préfecture de police de Paris Ile de France - Siège : 48 avenue de Villiers - 75017 PARIS - Garantie Financière GALIAN Assurances pour un montant de 500000 euros - RCS : Paris 497 617 746 - Thomas Goddard, agent commercial du réseau immobilier effiCity est inscrit au RSAC de Versailles n°817387541 Ref annonce : 95759",2022-05-13,seloger,0,1
3244,slg_187507107,rentals,Appartement,850.0,70.83333333333333,12.0,3.0,True,33000,,,"Appartement
Location entre particulier Appartement - Cours Pasteur 33000 Bordeaux Tram et commerces aux pieds de l'immeuble, Appartement au 3ème étage avec ascenseur. Il se compose d’une entrée avec placard, un espace séjour / cuisine de 25.34 m² donnant sur un balcon sans vis à vis, deux chambres avec placard de 9.11 et 9.92 m², une salle de bain et un WC [...]",2022-06-12,seloger,1,0
731,slg_181629975,sales,Appartement,640000.0,63.37261114961878,10099.0,3.0,False,94300,,,"Appartement
Au plein cœur du BAS-MONTREUIL, A la lisière de Saint-Mandé et Vincennes. A pied : 8min de Saint-Mandé (Ligne 1), 8min du métro Robespierre (9), et 15min. du RER A Vincennes. Unique dans le Bas-Montreuil : Beau 3 pièces de 63 m² au 7ème et dernier étage avec ascenseur, dans une copropriété propre et très bien entretenue de 2015. Grand Séjour de 27m",2022-03-09,seloger,0,1
1831,slg_188710077,rentals,Appartement,1285.0,80.3125,16.0,3.0,False,33000,,,,2022-07-08,seloger,0,0
170,slg_182953815,sales,Appartement,469000.0,80.00682360968952,5862.000000000001,4.0,True,94200,,,"Appartement
IVRY-PORT - VUE PANORAMIQUE et BAIN DE SOLEIL à l'AVANT-DERNIER étage d'un immeuble RÉCENT de 2016. Le cabinet BR-Immobilier vous présente cette PÉPITE de 75,46m2 loi carrez et sa TERRASSE de 12m2 offrant un séjour avec cuisine US, 3 chambres dont une SUITE PARENTALE, une salle de bain avec WC et un WC séparés. MODULABLE, TRAVERSANT, VUE DÉGA",2022-03-01,seloger,0,0
7967,slg_185467183,sales,Appartement,499000.0,62.99709632622144,7921.0,3.0,True,92400,,,"Appartement
Appartement à vendre - Courbevoie - Faubourg de l'Arche - dans un immeuble récent, très bel appartement de 3 pièces de 62.6 m² comprenant : une entrée avec grand rangement, un beau séjour donnant sur une loggia de 10.52 m² exposition ouest, une cuisine séparée, aménagée et équipée, dégagement, deux chambres avec rangement, une salle de bains, un [...]",2022-04-28,seloger,0,1
2392,slg_184098813,sales,Appartement,660000.0,71.99738191338497,9167.0,3.0,True,92100,,,"Appartement
Appartement à vendre - Immeuble récent de bon standing, appartement de 51m² loi Carrez, au 7ème et dernier étage desservi par ascenseur, intégralement refait en 2019, bénéficiant d'un toit-terrasse de 51m² offrant une vue panoramique. Entrée, séjour doté d'un balcon de 8m², cuisine ouverte équipée, 2 chambres, salle de bains et toilettes séparées. [...]",2022-03-30,seloger,0,0
7525,slg_178068381,sales,Appartement,465900.0,40.0017171803898,11647.000000000002,2.0,False,75020,,,"BLACK DAYS !! Profitez de nos offres exceptionnelles jusqu’au 28 novembre seulement !! Face au parc de Belleville, GreenCity vous propose un deux pièces bénéficiant d’une belle surface avec un plan optimal. Retrouvez un espace de rangement à l’entrée ainsi qu’un vaste séjour-cuisine de 25m² lumineux grâce à une porte fenêtre donnant sur le parc de Belleville. Côté nuit, retrouvez une chambre avec placard équipé ainsi qu’une salle de bains avec WC. Pour un plus grand confort de vie l'appartement est connecté. N'attendez pas pour contacter nos conseillers. Nous sommes à votre écoute !",2022-11-19,seloger,0,0
2825,slg_185362917,sales,Appartement,736000.0,92.99974728329542,7914.000000000001,4.0,False,92110,,,"Appartement
Appartement à vendre - ** Grand 4 pièces avec terrasse exposée sud proche métro ** Situé à quelques minutes à pied seulement du métro Mairie de Clichy. Dans une résidence de standing BBC. Ce grand 4 pièces de 93m2 situé au 3ème étage comprend : une entrée, un séjour avec cuisine ouverte, une terrasse de 23m2 exposée sud/est, 3 chambres [...]",2022-04-26,seloger,0,1
7921,slg_202124309,sales,Maison,157000.0,67.0081092616304,2343.0,4.0,False,16600,,,"Maison/Villa
Maison/Villa à vendre - A vendre, Maison mitoyenne de 67m², 4 pièces, de plain pied située en centre-ville de Ruelle-sur-Touvre (16) et à proximités des commodités. Ce bien rénové avec goût est composé d'une entrée, d'une grande chambre de 16m² avec placard de rangement, d'une salle d'eau avec WC, d'un salon lumineux de 14m², d'une salle à manger, [...]",2023-05-07,seloger,0,1
4914,slg_196095885,sales,Appartement,289000.0,34.0,8500.0,2.0,True,94300,,,"A 5 minutes à pied de la MAIRIE DE VINCENNES, à 11 Minutes à pied du METRO de VINCENNES et du RER A de VINCENNES, dans un immeuble ancien bien entretenu, au 3ème étage sur 5, appartement de 2 pièces offrant une entrée, un séjour, une chambre, un coin cuisine, une salle de bain avec un WC. Rafraichissement à prévoir. Parquet d'origine, belle hauteur sous plafond. Une cave complète ce bien.",2023-01-03,seloger,0,1
676,slg_182800005,sales,Appartement,640000.0,85.28784648187633,7504.0,4.0,False,92800,,,"Appartement
A-Vendre 92400 Courbevoie 10mn la défense ,En Exclusivité Dans une petite copropriété , Bel appartement très lumineux entierement rénové au gôut du jour exposé plein Sud (possible en bureau 5 pieces ).Il propose une spacieuse et lumineuse pièce de vie avec sa cuisine américaine entierement équipée (lave-vaisselle, lave linge etc..). Trois chambres",2022-03-09,seloger,0,0
1370,slg_181315101,sales,Appartement,600000.0,62.998740025199496,9524.0,3.0,True,75020,,,"Appartement
Appartement à vendre - Hosman vous propose à la vente ce beau 3 pièces d'une surface de 63 m2 Carrez, situé Rue Stendhal à Paris. L'appartement est situé au 5ème étage avec ascenseur d'un immeuble sécurisé des années 1970. La résidence est également sécurisée et un gardien réside dans l'immeuble. Le bien, spacieux et lumineux, se compose [...]",2022-04-24,seloger,0,1
2689,slg_185120167,sales,Appartement,740000.0,64.49925913013162,11472.999999999998,3.0,True,75012,,,"Appartement
Appartement à vendre - NATION / PICPUS, dans un bel immeuble récent avec Ascenseur, Sécurisé avec Digicode, Interphone, et Gardien, se trouve un spacieux 2/3 pièces de 57,54 m2 loi Carrez, en étage élevé, il se compose d'une entrée desservant un Séjour de 36m2 comprenant de grandes baie vitrées donnant sur deux balcons de 6m2 et 15m2 exposés [...]",2022-04-20,seloger,0,0
5152,slg_202674747,sales,Appartement,239000.0,36.49969456322541,6548.0,2.0,False,94120,,,"Appartement
Appartement à vendre - Appartement 2 pièces Fontenay-sous-Bois (94120) / Quartier des Rigollots. Vue sur bois de Vincennes !!, proche écoles et tous commerces. SERENO vous propose, un appartement de 2 pièces au 4ème étage d'une petite copropriété bien entretenue de 5 étage, d'une surface de 36,50 m² carrez. Comprenant, une entrée en [...]",2023-05-17,seloger,0,1
952,slg_172262303,sales,Appartement,629000.0,83.02534318901795,7576.000000000001,4.0,True,75018,,,"Appartement
Appartement à vendre - Paris 18ème/ Marché de l’olive à deux pas. Dans un immeuble semi-récent bien tenu, 4 pièces comprenant : une entrée avec placards et WC séparé, un séjour exposé à l’Ouest, une cuisine séparée, 3 chambres dont deux sur jardin de la copropriété, une salle de bains. Un appartement lumineux et fonctionnel. Idéalement placé. A [...]",2022-03-18,seloger,0,1
6482,slg_190421009,sales,Autre,172800.0,69.98784933171325,2469.0,4.0,False,16600,,,,2022-08-26,seloger,0,3
881,slg_176435235,sales,Appartement,469000.0,80.00682360968952,5862.000000000001,4.0,True,94140,,,"Appartement
Appartement à vendre - Alfortville Nord - Dans un immeuble récent, à moins de 10minutes du métro école vétérinaire, et à proximité de toutes commodités, venez découvrir cet appartement aux nombreuses qualités. En étage avec ascenseur, exposé principalement à l'ouest, ce bien se compose ainsi : une entrée, un séjour spacieux qui donne accès au [...]",2022-03-12,seloger,0,1
410,slg_182422319,sales,Appartement,715000.0,71.00297914597816,10070.0,4.0,True,75020,,,"Appartement
Alexandre Dumas / Coup de coeur Bonjour Oscar vous présente une nouvelle opportunité en exclusivité proche des commerces et du métro Alexandre Dumas. Ce bien se situe dans un immeuble début 20 ème siècle en pierre et brique sécurisé avec ascenseur et gardien. Il propose une superficie de 71 m2, un grand double séjour de 27 m2, une cuisine a",2022-03-09,seloger,0,1
6213,slg_179154965,sales,Maison,295000.0,100.0,2950.0,4.0,False,95650,,,"Maison/Villa
Pour les amoureux de la pierre ! Charme et authenticité dans site privilégié ! Exposition: plein sud ! Entrée, séjour double avec cheminée, cuisine équipée, chaufferie, sanitaire. Premier étage: dégagement, 2 chambres de 18m² et 12m², salle de bains. Grenier. Cave. En dépendance: appentis. Terrain de 592m² entièrement clos de murs. Calme assuré ! P",2022-03-09,seloger,0,3
6145,slg_181232285,sales,Maison,241000.0,89.99253174010455,2678.0,4.0,False,78125,,,"Maison en pierre
EN EXCLUSIVITE, dans le village de BLEURY, maison ancienne d'environ 80 m2 dans un bon état sur un terrain de 230 m2. Vous y trouverez au rez-de-chaussée un beau salon, une cuisine moderne, une salle à manger avec poêle à granulé et un WC. L'étage est composé de deux chambres, une salle d'eau, un WC et un placard-dressing. Un bonus : Une char",2022-03-09,seloger,0,0
5730,slg_198455275,sales,Appartement,450000.0,43.54136429608128,10335.0,2.0,False,75013,,,"BOULEVARD DE PORT ROYAL - SQUARE PORT ROYAL - L'Agence Monceau Transactions vous propose dans une voie privée, un Appartement 2 pièces de 43.54m2 en rez-de-chaussée sur cour Rénové comprenant une entrée, vaste séjour avec cuisine américaine, chambre, salle d'eau, W.C. Indépendant avec lave-mains. Calme. Proche commerces, transports et écoles. Cave. Parquet. Moulures. Belle H.S.P. Prix 450.000€ fai.",2023-02-22,seloger,0,1
7944,slg_188101637,sales,Appartement,440000.0,42.00076365024819,10476.0,2.0,False,75020,,,,2022-06-24,seloger,0,3
4624,slg_188800727,rentals,Appartement,540.0,30.0,18.0,1.0,False,33200,,,,2022-07-11,seloger,0,3
7230,slg_196868163,rentals,Appartement,1100.0,29.72972972972973,37.0,2.0,True,75013,,,"Métro Glacière - Votre agence Foncia vous propose un appartement meublé situé au septième étage avec ascenseur - Balcon, parking, chauffage et eau chaude compris dans les charges - A visiter au plus vite ! Assurance Multirisques Privilège *: 13.35 euros / mois *Services facultatifs, voir conditions en agences Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. gouv. fr",2023-01-19,seloger,0,1
7815,slg_177761125,sales,Appartement,121900.0,19.148601947847943,6366.0,1.0,False,92210,,,"Studio
Appartement à vendre - Au sein d'une copropriété de 1970, calme et sécurisée, à 5 minutes de la gare du Val d'Or, chambre de service de 19.15m² avec toilettes indépendantes et coin cuisine, entièrement à rénover. Une place de stationnement en sus au prix de 15 900 euros (Honoraires agence inclus de 6% à la charge de l'acquéreur) dont 6.00 % [...]",2022-04-08,seloger,0,1
6756,slg_183433437,rentals,Appartement,1185.0,45.57692307692308,26.0,2.0,False,94160,,,"Appartement
Location Appartement - Au 68 avenue saint Marie au 1 étage f2 parfait état comprenant entrée un living une cuisine séparée une chambre une salle de bains baignoire wc séparés parquet au sol chauffage gaz clair et calme double exposition Pour réserver un créneau de visite merci de vous rendre sur le site ou via Jinka de cliquer sur contacter [...]",2022-03-11,seloger,0,1
2288,slg_183867211,sales,Appartement,645000.0,78.0021768049341,8269.0,4.0,True,92120,,,"Appartement
Appartement à vendre - 92 Montrouge - Renaudel : Situé au 3ème étage avec ascenseur d'un immeuble récent, nous vous proposons, un appartement de 4 pièces avec balcon de 11m² et belle vue dégagée, sans vis-à-vis. Il comprend: une entrée, un séjour donnant sur le balcon, une cuisine séparée, (ouverture possible sur le séjour), 3 chambres, grand [...]",2022-03-24,seloger,0,1
6433,slg_184751073,sales,Appartement,178000.0,57.77345017851347,3081.0,3.0,False,33600,,,"Appartement
Appartement à vendre - *PESSAC FACULTES-LIMITE GRADIGNAN*. Face à KEDGE et à coté du CREPS.. Idéal étudiant / colocation.. Venez découvrir cet appartement type 3, situé au 3ème étage/4 d'une résidence entouré de verdure. Il se compose d'une entrée avec placard, d'un séjour donnant sur un balcon, une cuisine indépendante, deux chambres dont une [...]",2022-05-13,seloger,0,1
1006,slg_183609717,sales,Appartement,675900.0,89.00447721885699,7594.0,4.0,False,93400,,,"Appartement
Appartement à vendre - Hosman vous propose à la vente ce très beau 4 pièces d'une surface de 89.0 m2 Carrez, situé Rue Paulin Talabot à Saint-Ouen. L'appartement est situé au 1er étage sur 10 avec ascenseur d'une nouvelle copropriété très bien entretenue. Vous apprécierez son excellent état, son agencement optimisé, sa hauteur sous plafond [...]",2022-03-23,seloger,0,1
4574,slg_201828081,sales,Appartement,565000.0,75.0033187309173,7533.0,3.0,True,33000,,,"Appartement
Appartement de luxe à vendre - À vendre : Appartement Haussmannien de 3 pièces, 75 m², Bordeaux Triangle d'Or. J'ai le plaisir de vous proposer ce bel appartement Haussmannien de 3 pièces, d'une superficie de 75 m², situé dans un immeuble en pierre du 18 € siècle, au cœur du Triangle d'Or de Bordeaux. Cet appartement lumineux se trouve à [...]",2023-05-07,seloger,0,1
4393,slg_188945835,rentals,Appartement,540.0,21.6,25.0,1.0,True,33150,,,"STUDIO MEUBLE aux prestations de qualité : entrée, cuisine équipée avec table et 2 chaises (évier inox, plaque 2 feux, hotte, four micro-ondes, réfrigérateur table top, meubles hauts et bas), séjour avec canapé-lit et table-basse, bureau et objets de décoration, salle d'eau aménagée avec WC et placards, terrasse, interphone et ascenseur. Possibilité de louer à des actifs et jeunes Actifs. Loyer charges comprises comprenant l'eau chaude + eau froide, le chauffage, wiffi,accés espaces communs, salle fitness, laverie.. Résidence étudiante idéalement située à Cenon, à 5 minutes du centre ville de Bordeaux et Fac Gestion & Histoire, au pied de l'arrêt de Tramway « Jean Jaurès » ligne A, commerces à proximité, Résidence moderne aux nombreux services : WIFI GRATUIT, salle commune, salle de sport avec machines de fitness, local vélo. Également des services à votre disposition* : laverie, distributeur de boissons, assurance habitation. Prestation obligatoire: kit linge et ménage (état des lieux de sortie) Louez un logement avec Elyade et bénéficiez gratuitement d'ALLOLILY, le service de conciergerie privée accessible à tous ! HONORAIRES DE LOCATION OFFERTS Mandat 5537. *Voir conditions en agence. Possibilité Loca-Pass. Photos non contractuelles. VISITES ET RESERVATIONS * (*Appel non surtaxé)",2022-07-13,seloger,0,1
7473,slg_185285379,sales,Maison,384000.0,74.10266306445388,5182.0,4.0,False,78720,,,"Maison en pierre
Maison/Villa à vendre - Maison en Pierres, Senlisse. Home a le plaisir de vous présenter cette charmante maison de 74 m², située au calme en plein cœur de la Vallée de Chevreuse, dans la jolie commune de Senlisse, à 5 minutes des commodités. Cette maison entièrement rénovée vous séduira par son mélange du charme de l'ancien et les tendances [...]",2022-05-04,seloger,0,1
2417,slg_184245795,sales,Appartement,680000.0,87.00102354145343,7815.999999999999,4.0,False,93400,,,"Appartement
Appartement à vendre - Proche métro Garibaldi et gare de Saint-Ouen, proche de nombreux commerces. L'appartement 4 pièces se compose d'une entrée, d'un séjour avec cuisine ouverte, de 3 chambres, d'une salle de bain, d'une salle d'eau, et de 2 WC. Plusieurs placards intégrés. 1 BALCON prolonge le séjour. Exposition SUD. 1 PARKING [...]",2022-03-30,seloger,0,1
568,slg_178154469,sales,Appartement,620000.0,56.00216782585132,11071.0,3.0,True,92150,,,"Appartement neuf
Unique et rare à Suresnes ! une immense terrasse en plein centre-ville dans la nouvelle résidence Franco Suisse: Villa Adelina, 6 rue Peronnet T3 de 56 m2 avec terrasse plein sud de 40m2 au 1er étage. La seule grande terrasse de l'immeuble. Prestations de très grand standing. 8900 euros du M2 en pondérant la terrasse à 1/3. Frais de notaire réduits",2022-03-09,seloger,0,1
1041,slg_182525013,sales,Appartement,650000.0,60.770381451009726,10696.0,2.0,True,75018,,,"Appartement
Appartement à vendre - Idéalement situé au pied du métro Guy Môquet et de tous les commerces, appartement de 60,77m² loi Carrez au troisième étage avec ascenseur d'un bel immeuble bien entretenu. Le plan optimisé comporte un double séjour, une cuisine séparée (possible de l'ouvrir), une grande chambre avec dressing attenant, une salle de bains, [...]",2022-03-31,seloger,0,1
7689,slg_188214215,rentals,Appartement,1045.0,30.73529411764705,34.0,1.0,False,75013,,,,2022-06-28,seloger,0,3
1029,slg_184152539,sales,Appartement,720000.0,54.001350033750846,13333.0,2.0,False,75001,,,"Appartement
Appartement à vendre - Vente Appartement Paris 1 • Madeleine • Balcon Paris 1er arrdt - Madeleine - Dans une copropriété Art-Déco avec ascenseur, au deuxième étage. Venez découvrir cet appartement 2p de 54m². Il se compose d'une entrée avec dressing, un séjour, une cuisine équipée, une chambre, une salle d'eau. Une cave complète ce bien. [...]",2022-03-28,seloger,0,1
3328,slg_196963755,rentals,Appartement,915.0,70.38461538461539,13.0,3.0,False,33200,,,"Caudéran - Appt T3 au 1er étage d'une résidence calme nichée dans un parc privé. Le bien propose une grande pièce à vivre, une cuisine équipée séparée, une salle d'eau avec loggia. Au bout du couloir, deux chambres complètent l'appt. Cave + parking Chauffage collectif et eau comprise dans les charges. Disponible de suiteHonoraires locataire calculés selon le barème en vigueur au janvier 2022",2023-01-21,seloger,0,1
