,announcement_id,type_source,estate_type,price,area,price_m2,room_count,meuble,postal_code,latitude,longitude,description,collected_date,data_source,type_owner,target
76080,slg_201092335,sales,Appartement,290000.0,32.30118066384495,8978.0,2.0,True,75013,,,"Appartement
Appartement à vendre - Appartement à vendre Paris 13ème, 2 pièces de 27,5m2 Loi carrez - 32,30 m2 de surface au sol, entre Olympiades et la Bibliothèque François Mitterand. 6ème et dernier étage sans ascenseur dans immeuble sur cour. Électricité et peinture refaites en 2022 dans l'appartement, parties communes du bâtiment de l'appartement [...]",2023-04-15,seloger,0,1
21297,slg_184591669,sales,Maison,270500.0,80.10068107787977,3377.0,4.0,False,77870,,,"Maison/Villa
Maison/Villa à vendre - Venez découvrir le nouveau lotissement de maisons neuves à taille humaine sur la paisible commune de Héricy. Proche de toutes commodités, la maison Sophora dispose au rez-de-chaussée d'un bel espace de vie bénéficiant d'une double exposition. À l'étage, vous trouverez 3 chambres spacieuses et une salle de bains avec WC. [...]",2022-04-28,seloger,0,1
14482,slg_183645833,rentals,Appartement,1000.0,58.8235294117647,17.0,2.0,False,33000,,,"Appartement
Location Appartement - Votre agence Abec Immobilier vous propose un appartement de type 2 entièrement refait à neuf de 58m2 situé 2 COURS DU MARÉCHAL JUIN, 1er étage droit, composé d'une entrée, une pièce de vie avec une cuisine ouverte et entièrement équipée (plaques, four, hotte, frigo et lave-vaiselle) donnant sur une terrasse intérieur de [...]",2022-03-16,seloger,0,1
62015,slg_187737667,rentals,Appartement,1100.0,57.89473684210526,19.0,3.0,False,33000,,,,2022-06-17,seloger,1,3
11929,slg_180248197,sales,Appartement,150000.0,49.00359359686377,3061.0,2.0,False,94520,,,"Appartement
Au coeur de Périgny Sur Yerres, bel appartement deux pièces au 2ème et dernier étage dans petite résidence au calme. Sympathique pièce de vie avec espace nuit en mezzanine. Cuisine US aménagée et en partie équipée, une salle d'eau avec wc. l'ensemble décoré avec goût. Surface utile 49 m² (37.34 m² en loi carrez) Un parking sécurisé en sous-sol comp",2022-03-09,seloger,0,1
60058,slg_187307839,sales,Appartement,569000.0,54.0977372123978,10518.0,2.0,False,75020,,,"Appartement
Appartement de luxe à vendre - Appartement 2 pièces - Terrasse - Charonne L'agence Barnes Paris Est vous propose cet appartement de 54m² (46m² Loi Carrez), situé dans une copropriété de bon standing, à 3 min du métro Alexandre Dumas L.2, il comprend un salon avec cuisine ouverte aménagée équipée donnant sur une terrasse de 20m², une chambre sous [...]",2022-06-08,seloger,0,1
68155,slg_198107545,rentals,Maison,990.0,66.0,15.0,3.0,False,33000,,,"BORDEAUX 990€ Maison T3 en bon état de 67m2 avec un parking et un local. Comprenant un séjour, une cuisine américaine, deux chambres, une salle d'eau et un WC. Proches de toutes commodités et transports.",2023-02-15,seloger,0,1
92244,slg_198235541,sales,Appartement,428000.0,40.661219836595095,10526.0,2.0,False,94160,,,"Situé dans une résidence sécurisée et au calme, cet appartement 2 pièces en très bon état, de 40,36m2, se compose comme tel : une entrée desservant une pièce de vie, une cuisine américaine toute équipée, une chambre, une salle d'eau et un wc séparé. Lumineux, le bien bénéficie d'une vue dégagée. L'appartement est situé au 3ème étage d'une copropriété très bien entretenue. Une cave complète le tout. À 10min à pieds du métro Saint Mandé (Ligne 1). À proximité immédiate de toutes les commodité et du Bois de Vincennes. Cette annonce vous est proposée par LAGADEC Élodie - NoRSAC: , Enregistré à de",2023-02-17,seloger,0,1
81355,slg_202996059,sales,Appartement,295000.0,46.00031186652113,6413.0,2.0,False,33600,,,"Appartement neuf
Appartement neuf à vendre - 2 PIÈCES DE 46m² + 19m² DE BALCON + 1 PARKING IDEAL INVESTISSEMENT Logement aux normes BBC et RT2012/RE2020, Haute Qualité Environnementale, accessible PMR, frais de notaire réduits, pas de frais d'agence. Devenez propriétaire de ce 2 pièces d'environ 46m². Votre appartement situé au 2ème étage avec [...]",2023-05-25,seloger,0,1
23360,slg_185751349,rentals,Appartement,880.0,51.76470588235294,17.0,3.0,False,33400,,,"Appartement
Location Appartement - Barrière ST GENES Tramway B arrêt (St Genes) APPARTEMENT 3 PIÈCES RÉNOVÉ ENTIÈREMENT MEUBLÉ ET ÉQUIPÉ AVEC SÉJOUR CUISINE ÉQUIPÉE , 2 CHAMBRES, 1 SALLE D EAU AVEC 1 LAVE LINGE INCLUS, A DEUX PAS DU TRAMWAY B ET DE TOUTES COMMODITÉS . COLOCATION ACCEPTÉE. 880 hc Références exigées.! Réf. annonce : 2333503051900",2022-05-04,seloger,0,0
15759,slg_183592711,sales,Appartement,650000.0,50.0,13000.0,2.0,False,75003,,,"Appartement
Appartement à vendre - Hosman vous propose à la vente ce très beau 2 pièces d'une surface de 50.0 m2 Carrez, situé Rue du Temple à Paris. L'appartement est situé au 5 ème étage sur 6 avec ascenseur d'une copropriété très bien entretenue. Vous apprécierez son bon état, son agencement optimisé ainsi que la localisation de l'appartement, à [...]",2022-03-23,seloger,0,1
82172,slg_203203147,rentals,Appartement,701.0,20.02857142857143,35.0,1.0,False,94130,,,"Studio
Location Appartement - DANS UNE RUE CALME AU REZ DE CHAUSSEE EN RETRAIT SUR LA RUE A 5 MINUTES A PIED DU RER A NOGENT SUR MARNE BEAU STUDIO REFAIT ENTIEREMENT A NEUF AVEC PIECE PRINCIPALE EN L PERMETTANT DE CREER UN COIN NUIT PLACARD SALLE D'EAU AVEC WC CUISINE SEPAREE ET AMENAGEE AVEC FENETRE AVEC FRIGO ET PLAQUES ELECTRIQUES CAVE LOCAL A VELO CHAUFFAGE ET EAU CHAUDE INDIVIDUELS LIBRE TOUT DE SUITE",2023-05-31,seloger,0,1
94701,slg_200330819,sales,Appartement,582000.0,66.99666167836997,8687.0,3.0,False,33000,,,"BIEN DE PRESTIGE 5 PIECES PLEIN COEUR DE VILLE APPARTEMENT DE PRESTIGE avec extérieur en plein cœur de ville de BORDEAUX, Idéalement situé plein centre de Bordeaux, au sein d'une magnifique résidence élégante et contemporaine, magnifique T3 lumineux, - belle pièce de vie de? - loggia - 2 chambres, - 1 salle d'eau, - 1 place de parking, Conforme aux dernières normes RT 2012, chauffage individuel ; prestations hautement qualitatives Plein centre ville de Bordeaux, à 15 minutes de la gare; à 50 minutes du Bassin d'Arcachon; Proche de toutes commodités, bien de prestige; Photos non contractuelles, suggestions d'aménagement. Contactez Vanessa, conseillère UTOPIA , 7j/7, plans, RDV, réservations sur demande.",2023-03-30,seloger,0,0
10491,slg_181187647,sales,Appartement,398500.0,32.00032120774111,12452.999999999998,2.0,True,92200,,,"Appartement
Neuilly sur Seine Coup de cœur: Dans une voie privée et au sein d'un immeuble de bonne facture, juste derrière l'Hôpital Américain, superbe 2 pièces au 7ème et dernier étage par ascenseur. Il comprend une entrée, une pièce à vivre, une chambre avec de nombreux rangements, une cuisine indépendante meublée, une salle de bains avec water-closet. Appar",2022-03-09,seloger,0,1
13307,slg_181814965,sales,Appartement,149900.0,47.99871918027537,3123.0,2.0,False,91100,,,"Appartement
Appartement à vendre - EXCLUSIVITÉ - APPARTEMENT 2 PIÈCES AU CALME À vendre : dans la ville de CORBEIL ESSONNES (91100) découvrez cet appartement de 2 pièces au calme de 48m² habitables avec balcon. Il est situé au 3e étage d'une résidence récente en copropriété comprenant 60 lots. Le bâtiment comporte quatre étages avec ascenseur . La sécurité de [...]",2022-03-11,seloger,0,1
42587,slg_184332833,rentals,Appartement,400.0,12.903225806451612,31.000000000000004,1.0,True,33000,,,"Studio
Location Appartement - Studio meublé rue jules guesde, idéal pour un étudiant. Comprend une pièce de vie, kichenette, salle d'eau avec wc. Libre immédiatement",2022-04-01,seloger,0,1
36366,slg_183397351,sales,Appartement,579900.0,69.0028557829605,8404.0,3.0,False,93260,,,"Appartement
Appartement à vendre - COUP DE COEUR - LNA - La Nouvelle Agence Immo vous présente ce grand trois pièces de 69m2 en parfait état, au sein d'une très belle copropriété de standing de 2011 au calme absolue, à 2 min à pied de la mairie des Lilas et de son accès au métro ligne 11. Se situant à proximité immédiate du Parc Lucie Aubrac, venez découvrir [...]",2022-03-10,seloger,0,1
21987,slg_181527439,sales,Autre,223490.0,65.00581733566027,3438.0,3.0,False,78790,,,"Projet de construction
Maison/Villa à vendre - maison neuve sur terrain à batir à vendre À Courgent dans le département des Yvelines (78), achat immobilier de cette maison entièrement neuve T3 en milieu rural, dans un environnement sain. Le modèle présenté est REF-65-PLP. Architecture contemporaine pour cette maison à toit à 2 pans. Mantes-La-Ville se trouve seulement à [...]",2022-04-29,seloger,0,1
90492,slg_196901609,sales,Appartement,217000.0,33.0188679245283,6572.0,2.0,False,94130,,,"A Nogent-sur-Marne, Au dernier étage d' une résidence avec ascenseur et gardien, ce studio aménagé en appartement de deux pièces lumineux Il est composé d'une entrée , d'un séjour , d'une cuisine ouverte , une chambre ,d'une salle d'eau de bains e avec WC . Cave et parking intérieur. Ravalement avec isolation thermique fait en 2018. Chauffage et eau chaude/froide inclus dans les charges. Contactez votre agence ERA Immobilier",2023-01-20,seloger,0,1
29482,slg_188702125,sales,Appartement,180000.0,14.00015555728397,12857.0,1.0,False,75020,,,,2022-07-08,seloger,0,3
40502,slg_192692491,sales,Appartement,299000.0,58.99763220205209,5068.0,2.0,True,33000,,,"BORDEAUX, quartier St Michel, appartement duplex T2 de 53.24 m² carrez (surface totale 59.02 m²) au 3ème et 4ème et dernier étage d'un immeuble en pierre. Dans une petite copropriété (4 appartements) ce duplex entièrement rénové exposé sud vous offre une vue sur le clocher de St Michel. Au troisième étage, séjour de 19 m², espace cuisine de 5.34 m², cellier et placard. A l'étage, un palier dessert la salle de bain (avec wc) et une grande chambre de plus de 19m². Plus d'information ? je suis disponible ! Nombre de lots de la copropriété : 5, Montant moyen annuel de la quote-part de charges (budget prévisionnel) : 500 euros soit 41 euros par mois. Les honoraires d'agence sont à la charge de l'acquéreur, soit 4,91% TTC du prix du bien. Réseau Immobilier CAPIFRANCE - Votre agent commercial (RSAC N°839 907 169 - Greffe de BORDEAUX) Antoine BLACHON Entrepreneur Individuel Plus d'informations sur le site de CAPIFRANCE (réf.786834)",2022-10-13,seloger,0,1
56365,slg_195120893,rentals,Appartement,1095.0,36.5,30.0,2.0,False,75012,,,RUE CLAUDE DECAEN AU PIED DE LA FAMEUSE PLACE DAUMESNIL AVEC SAA FONTAINE AUX LIONS ET DU METRO DAUMESNIL DANS UN IMMEUBLE ANCIEN SECURISE PAR DIGICODE A LA FACADE PIERRE DE PARIS ET AUX PARTIES COMMUNES RAVALEES AU 5 EME ET DERNIER ETAGE SANS ASCENSEUR UN APPARTEMENT FRAICHEMENT REPEINT ET ENSOLEILLE COMPRENANT UNE ENTREE UN SEJOUR ET UNE CHAMBRE UNE CUISINE SEPAREE UNE SALLE DE DOUCHE AVEC INSTALLATION MACHINE A LAVER WC SEPARE FENETRES DOUBLE VITRAGE PARQUET AU SOL DISPONIBLE DE SUITE MERCI DE NOUS CONTACTER UNIQUEMENT PAR MAIL POUR RENSEIGNEMENTS ET PRISE DE RENDEZ VOUS,2022-12-06,seloger,0,1
19369,slg_185001207,rentals,Appartement,958.0,31.933333333333334,30.0,1.0,True,75012,,,"Studio
Location Appartement - Situé dans le quartier Bel-Air, à 300 mètres du métro Picpus et à 500 mètres de la porte de Vincennes, retrouvez dans un immeuble dans années 70 ce spacieux studio. Il comprend une entrée, une salle de douche avec WC, une pièce à vivre avec cuisine américaine équipée et un vaste balcon sans vis à vis. On retrouve un [...]",2022-04-19,seloger,0,1
9860,slg_174380531,sales,Appartement,285000.0,87.2627066748316,3265.9999999999995,4.0,False,91410,,,"Appartement
DOURDAN - Proche gare et commodités - Vue exceptionnelle !! Résidence récente avec ascenseur, appartement type F4 au 3ème et derniers étage avec ascenseur !! Vues dégagées. L'appartement est composé d'un séjour ouvrant sur balcon , cuisine aménagée (possibilité d'ouvrir totalement en cuisine américaine ou création verrière), trois chambres et salle",2022-03-09,seloger,0,1
31168,slg_189174679,rentals,Appartement,915.0,35.19230769230769,26.0,2.0,False,94130,,,,2022-07-20,seloger,0,3
65068,slg_196997031,rentals,Appartement,600.0,20.0,30.0,1.0,True,33700,,,"Proche Tramway A Merignac Centre . Chambre meublée de 20m² en colocation dans un appartement a l étage avec séjour , cuisine salle de bain en commun, 2 terrasses , parking devant la résidence . 600 € HC Disponible De Suite . Références exigées Réf. annonce : 2351821011406",2023-01-22,seloger,0,1
36014,slg_182952149,sales,Appartement,299250.0,77.99061767005473,3837.0,4.0,False,78390,,,"Appartement
Appartement à vendre - Situé dans une résidence verdoyante et fraîchement ravalée, un appartement 3 pièces de 78 m² au dernier étage avec ascenseur comprenant : une entrée avec placard, un séjour de 30 m² exposé SUD/OUEST ouvrant sur un balcon carrelé de 9 m², une cuisine entièrement aménagée et équipée avec coin repas, deux chambres, une salle de [...]",2022-03-10,seloger,0,0
25119,slg_186651835,rentals,Appartement,650.0,20.967741935483872,31.0,1.0,False,33000,,,"Studio
Location Appartement - BORDEAUX - PARC BORDELAIS/BARRIÈRE DU MÉDOC. . Nous vous proposons à la location ce souplex T1bis/T2 d'une surface utile de 56m². Il se compose sur le 1er niveau d'une entrée avec placards, d'une cuisine aménagée et équipée ouverte sur la pièce de vie, salle d'eau et WC. Sur le second niveau, une grande pièce composée d'un [...]",2022-05-24,seloger,0,3
28616,slg_183575329,sales,Appartement,241500.0,65.00672947510094,3715.0,3.0,False,33000,,,,2022-06-28,seloger,0,3
79058,slg_192170833,rentals,Appartement,485.0,18.65384615384616,26.0,1.0,False,33000,,,"BORDEAUX 435 € Studio en très bon état. Comprenant un séjour, une kitchenette. En résidence sécurisée avec un interphone DL FD 210€",2022-10-04,seloger,0,0
84491,slg_193920813,sales,Appartement,72507.0,43.89043583535109,1652.0,2.0,False,16600,,,"Au sein d'une résidence Appartement T2 comprenant : entrée, séjour, cuisine aménagée, une chambre avec accés direct salle de bains. Balcon. Place de parking. Idéal investisseur ou premier achat. Emmanuelle Laurichesse EI Agent commercial de la SAS FONCIA TRANSACTION FRANCE enregistré au RSAC d'Angoulême sous le N° 538 768 854 Pour visiter ce bien bien vous pouvez me contacter",2022-11-09,seloger,0,1
29872,slg_187999109,sales,Appartement,289000.0,30.00103809820409,9633.0,2.0,False,75013,,,,2022-07-11,seloger,0,3
64714,slg_188688197,sales,Appartement,168500.0,49.32669789227166,3416.0,2.0,False,33600,,,"IMMOBILIER PESSAC. Venez découvrir, à deux pas des commodités, cet appartement situé au 2 ième étage et composé d'une entrée, d'un salon donnant sur balcon, d'une cuisine séparée et équipée, d'une chambre et d'une salle de bain. Le bien dispose également d'une loggia.",2022-07-07,seloger,0,1
76798,slg_201515643,sales,Appartement,315000.0,63.0,5000.0,3.0,True,33600,,,"Appartement
Appartement à vendre - Idéalement situé en plein centre de Pessac, à proximité des transports (bus, train et tram B arrêt Pessac centre), des commerces et des écoles / universités, Homki vous invite à découvrir ce superbe T3 lumineux et entièrement meublé de 63m² au 3ème et dernier étage d'une résidence de standing de 2021 avec vue [...]",2023-04-23,seloger,0,1
68988,slg_198314407,sales,Appartement,321000.0,75.99431818181819,4224.0,3.0,False,33200,,,"Appartement
Appartement à vendre - Proche de toutes commodités dans un quartier recherché: Résidence calme, sécurisée et verdoyante, venez découvrir ce charmant T3/T4 LUMINEUX au 3ème étage et dernier avec ascenseur ENTIÈREMENT RÉNOVÉ il y a deux ans avec goût. Il comprend une belle entrée avec placard de rangement, un grand cellier, cuisine récente et [...]",2023-02-18,seloger,0,1
12781,slg_183418051,rentals,Appartement,475.0,31.666666666666668,15.0,2.0,True,33000,,,"Appartement
Location entre particulier Appartement - Appartement clair et lumineux, rénové récemment. L'appartement est entièrement équipé : lit, dressing, canapé, table basse, meuble TV, meuble d'appoint, cuisinière, réfrigérateur.",2022-03-11,seloger,1,1
868,slg_181322623,rentals,Appartement,503.0,27.944444444444443,18.0,2.0,True,33000,,,"Appartement
A deux pas de la place PEY- BERLAND, et des trams, dans immeuble pierre, appartement agréable et bien agencé avec chambre séparée. séjour, cuisine américaine salle de bains et wc Assurance Multirisques Privilège *: 10.92 euros / mois *Services facultatifs, voir conditions en agences",2022-01-18,seloger,0,1
88505,slg_195709791,rentals,Appartement,900.0,64.28571428571429,13.999999999999998,3.0,True,33300,,,"Bordeaux (33) Appartement de type 3 au 1er et dernier étage d'un jolie immeuble en pierre. Vous profiterez d'une entrée privée , une cave et un patio. N'hésitez pas à nous contacter pour plus de renseignements ou tout simplement visiter.",2022-12-20,seloger,0,1
62448,slg_187739343,rentals,Appartement,712.0,20.34285714285714,35.0,1.0,False,75020,,,,2022-06-17,seloger,0,3
99529,slg_202906491,rentals,Appartement,750.0,44.11764705882353,17.0,2.0,False,75020,,,"Appartement
Location entre particuliers Appartement - L’appartement est composé d’un salon où vous trouverez un canapé-lit, une table basse, une TV, une table à manger avec chaises. Ce dernier est très lumineux, orienté sud-est. La cuisine est américaine et équipée de plaques de cuisson, d’une hotte, d’un réfrigérateur avec espace de congélation et d’un [...]",2023-05-27,seloger,1,1
10232,slg_181389685,sales,Appartement,375000.0,55.00146670577882,6818.0,3.0,False,92110,,,"Appartement
92110 - CLICHY - CENTRE VILLE / QUARTIER MEDERIC / BEREGOVOY - 3 PIECES / 2 CHAMBRES de 53,69 m2 Carrez - BALCONNET - TRES LUMINEUX - BELLE EXPOSITION - CAVE - PARKING en SUS Servane Hamelin vous propose EN EXCLUSIVITÉ cet agréable et fonctionnel appartement de 53,69 m2 Carrez, au 1er étage d'une petite copropriété de 1964. Proche de toutes commod",2022-03-09,seloger,0,1
89411,slg_196322985,sales,Appartement,158000.0,15.299699816016268,10327.0,1.0,False,75013,,,"Coeur Butte aux Cailles : Dans une copropriété récemment ravalée et isolée par l'extérieur, FONCIA vous propose un studio bien agencé et en parfait état comprenant : entrée, séjour avec coin cuisine donnant sur BALCON, salle d'eau avec de vrais WC. Parfait état, lumineux, vendu occupé. DPE=D. Loyer: 511 euros/mois Charges Comprises (dont 50 euros de provisions de charges). Echéance : 01/07/2024.",2023-01-07,seloger,0,0
90069,slg_196638259,sales,Appartement,310000.0,43.2779561636186,7163.0,2.0,False,94120,,,"Limite Vincennes, dans petite copropriété, appartement 2 pièces traversant de 43 m2 entièrement à rénover bénéficiant d'une vue dégagée sur jardins. Il se compose d'une chambre et d'un séjour sur grand balcon / terrasse, d'une cuisine, d'une salle d'eau, d'un wc indépendant ainsi qu'une cave et un parking en sous sol. Situé à 5 minutes de la station de RER A, Fontenay sous Bois et proche toutes commodités. Travaux de ravalement et toiture votés. Honoraires à charge vendeur. Copropriété de 28 lots. Montant annuel des charges : 1245 €.",2023-01-14,seloger,0,1
58561,slg_184123139,sales,Autre,185900.0,79.99139414802066,2324.0,3.0,False,16400,,,"Projet de construction
Maison/Villa à vendre - maison de 80m2 avec 2 chambres en vente Acquisition immobilière d'une belle maison complètement neuve disposant de 2 chambres à La Couronne. La maison neuve présentée sur ce terrain est Maison 86m² - 2CH - 89BX220182. Architecture contemporaine pour cette maison à toit à 2 pans. Angoulême ne se trouve qu'à 10 minutes. Cette [...]",2022-05-26,seloger,0,0
79031,slg_192167563,sales,Appartement,478000.0,30.00062762819305,15933.0,1.0,False,75020,,,"Retour à la vente Paris 20ème Promocomm vous propose cet appartement studio d'une surface globale 30m² composé d'une entrée, d'un séjour-cuisine et d'une salle d'eau. Vous pourrez également profiter d'un balcon. Situé dans une future résidence de standing, ce bien sera idéalement localisé à proximité de toutes commodités. Eligibilité Pinel. Bénéficiez d'un logement aux toutes nouvelles normes thermiques et acoustiques (RT 2012 et BBC). Faibles charges, frais de notaire réduits. Photos de synthèse non contractuelles. Pour toute demande d'information supplémentaire contactez-nous tous les jours même le dimanche (tel, mail, WhatsApp). Votre conseiller, Anthony – 0668434655, est à votre écoute.",2022-10-04,seloger,0,1
39384,slg_192144899,sales,Appartement,235000.0,25.0,9400.0,1.0,True,75012,,,Studio 1°étage bon état donnant sur une cour intérieure très calme. très lumineux. immeuble de 1964 de 8 étages avec 2 ascenseurs un gardien. un cellier en face du studio accessible de plein pied. chauffage et eau froide collectifs 1200 € / an charges de copropriété faibles disponible de suite libre. rue commerçante au pied de l'immeuble tout près de la gare de Bercy métro Daumesnil. 12°arrondissement de Paris. (gedeon_52960_25713260),2022-10-03,seloger,0,1
8411,slg_183230085,sales,Maison,395000.0,87.99287146357763,4489.0,4.0,False,78770,,,"Maison/Villa
À VENDRE, MAISON DE PLEIN PIED, SITUÉE DANS LE CHARMANT VILLAGE D'AUTOUILLET. A la recherche de calme, de verdure et d'un endroit où il suffit de poser vos valises pour vous sentir chez vous ? Cette charmante maison rénovée répond à tous ces critères ! Cette maison d'environ 88m2 habitables, édifiée sur une parcelle d'environ 1000m2, saura vous séd",2022-03-09,seloger,0,1
56027,slg_186225409,rentals,Appartement,995.0,31.09375,32.0,2.0,True,75013,,,"Appartement
Location Appartement - RUE BARRAULT- Situé au pied de la butte aux cailles, au pied des commerces de la rue de Tolbiac et à 5 minutes du métro Glacière ou Corvisart, venez découvrir dans un immeuble ancien bien entretenu au 4 ème étage sans ascenseur ce 2 pièces de 31 m2 Clair et Calme. Il se compose d'une entrée, d'un séjour, d'une chambre avec [...]",2022-05-14,seloger,0,1
17073,slg_183679639,sales,Maison,326000.0,88.998088998089,3663.0,4.0,False,77310,,,"Maison/Villa
Maison/Villa à vendre - Maison individuelle avec garages et sous-sol EXCLUSIVITE, dans une impasse, maison individuelle sur 1200m² de terrain avec terrasse exposée sud. Entrée sur pièce de vie, cuisine aménagée et partiellement équipée, chambre avec sa salle d'eau et wc, salle de bains, wc/buanderie, deuxième chambre. Sous-sol total avec pièce [...]",2022-04-03,seloger,0,1
93508,slg_199159153,rentals,Maison,1590.0,75.71428571428571,21.0,3.0,False,33000,,,"Maison/Villa
Location Maison/Villa - Bordeaux centre / Fondaudège (avec commerces et tram D). Maison de type T2bis (77m2) avec studio indépendant (13m2) jardin, garage et cave, organisée sur 2 niveaux, et comprenant : Au rez-de-chaussée : grand séjour avec cuisine ouverte (équipée de plaques de cuisson à induction, refrigérateur-congélateur, four) et salle [...]",2023-03-08,seloger,0,1
35436,slg_191611797,sales,Maison,158500.0,73.99626517273576,2142.0,3.0,False,16000,,,"Pour investisseur, maison vendue louée, composée en rez de chaussée d'une cuisine aménagée et équipée, d'un salon, d'une petite buanderie et d'un wc indépendant. A l'étage, deux chambres et une salle d'eau. Courette sur le devant de la maison + garage de 22 m2. Quartier Victor Hugo Locataire en place depuis le 7 aout 2020. Loyer de 650 euros par mois. Réf. annonce : 260",2022-09-22,seloger,0,0
58726,slg_186839609,rentals,Appartement,700.0,23.33333333333333,30.0,1.0,False,33000,,,"Studio
Location Appartement - Dans le quartier de Saint-Michel à Bordeaux, Rue Carpenteyre, découvrez ce charmant studio en duplex de 23m2 L'appartement est composé de : - D'une cuisine avec plaque de cuisson, hotte, micro ondes et frigo - D'un salon/ séjour avec canapé, télé, table basse - D'une salle d'eau avec douche, vasque, sèche [...]",2022-05-28,seloger,0,1
