,announcement_id,type_source,estate_type,price,area,price_m2,room_count,meuble,postal_code,latitude,longitude,description,collected_date,data_source,type_owner,target
10,lbc_2049780620,rentals,Appartement,799.0,18.0,44.388888888888886,1.0,False,33600,44.80614,-0.63104,"Appartement 1 pièce 18 m²
PESSAC Appartement T1 799 Euros charges comprises : ( l'electricite - le chauffage - l'eau froide et chaude - l?acces a internet en reseau cable RJ 45 et WiFi - la taxe d'habitation - la taxe ordures menageres. ) en tres bon etat avec un jardin et parking. En residence avec interphone. Le bien comprend un sejour, une kitchenette equipee, une salle d'eau et un WC. Proche tramway et commerces. a visiter dl 05.57.77.62.62 fd 210 Euros - mis a jour le 06/01/22 Référence annonce : 37-0788-19",2022-01-06,leboncoin,0,0
11,lbc_2084594136,rentals,Maison,650.0,17.0,38.23529411764706,1.0,False,33600,44.80614,-0.63104,"Maison 1 pièce 17 m²
SECTEUR CHU PELLEGRIN/Tram ligne A PROCHE UNIVERSITE BORDEAUX 2 CARREIRE CENTURY21 TALENT IMMOBILIER vous propose 1 CHAMBRE à louer dans cette charmante maison en colocation située proche CHU . La Villa Violette vous accueillera dans le plus grand confort. Elle se compose : d'une entrée, de 3 chambres privatives avec chacune un micro-onde , réfrigérateur top, une bouilloire et TV. En communs: une cuisine totalement équipées et aménagées, une salle d'eau, un WC, un espace jardin aménagée de 400 m² environ Charges forfaitaires comprenant: eau, chauffage, électricité, internet et entretien des parties communes. Proximité des transports, des commerces et universités. Venez la découvrir ! Idéal étudiant, ou salarié!! Référence annonce : 40678 Non soumis au DPE Honoraires à la charge du locataire : 150 € TTC dont 50 € pour l’état des lieux Dépôt de garantie : 1100 € Montant des charges : 100 € / mois Modalité de récupération des charges locatives : forfait",2022-01-06,leboncoin,0,0
12,lbc_2078544509,rentals,Appartement,509.0,37.0,13.756756756756756,2.0,True,33600,44.80614,-0.63104,"Appartement 2 pièces 37 m²
Appartement T2 La résidence ""Lafontaine"" à Pessac offre un cadre apaisant et confortable propice à tous les modes de vie. Non loin de la métropole de Bordeaux, elle permet d'avoir une bouffée d'air en milieu urbain. A proximité des transports, des commerces et du campus universitaire, elle est accessible à tous. C'est ici que nous vous proposons un appartement de type T2 n°1.2 de 37.00 m². Il comprend : un séjour, une cuisine équipée et meublée, une chambre, une salle de bain avec WC. Au rez-de-chaussée, un parking n°1. Chauffage et eau chaude Individuels gaz par chaudière à condensation et eau froide individuelle. Entretien des parties communes, ascenseur, espaces verts communs, compris dans les provisions sur charges mensuelles et donnant lieu à une régularisation annuelle. Les honoraires de location sont facturés directement au locataire par le partenaire pour 370€ TTC. Quant aux honoraires de rédaction des états des lieux, ils sont facturés par AFEDIM Gestion pour 111€ TTC, après réalisation, lors de l'entrée. Référence annonce : 0033658_GL Date de réalisation du diagnostic : 01/01/2001 Honoraires à la charge du locataire : 481 € TTC Dépôt de garantie : 459 € Montant des charges : 50 € / mois",2022-01-06,leboncoin,0,1
13,lbc_2050870384,rentals,Appartement,634.0,28.0,22.642857142857142,1.0,True,33600,44.80614,-0.63104,"Appartement 1 pièce 28 m²
Appartement Type 1 bis PESSAC - RESIDENCE ETUDIANTE au cœur du domaine universitaire, Venez découvrir cet appartement entièrement meublé et équipé TV WIFI ! Installez vous immédiatement sans achat à effectuer pour vos ustensiles de cuisine, couette , lampes tout est fourni!! pour vous rendre à Bordeaux après vos cours à toute proximité le Tram B et la ligne de bus 10, STUDIO BIS situé dans une résidence sécurisée, composé d'un vaste séjour lumineux, un espace bureau, un coin cuisine entièrement aménagé et fonctionnel. Vous disposerez d'une laverie , d'un accès internet avec modem individuel. De nombreuses universités et écoles à proximité Déposez votre dossier de candidature en ligne sur notre site *** sur lequel vous y retrouverez cette annonce. Référence annonce : FL0710075 Consommation énergétique : 134 kWh/m²/an Emission de gaz à effet de serre : 4 CO2/m²/an Dépôt de garantie : 1080 € Montant des charges : 40 € / mois Modalité de récupération des charges locatives : provision avec régularisation annuelle",2022-01-06,leboncoin,0,0
14,lbc_2081388025,rentals,Appartement,849.0,45.0,18.866666666666667,2.0,False,33600,44.80616,-0.63094,"Appartement 2 pièces 46 m²
Appartement 2 pièces 46 m² IDEAL ETUDIANTS / DOMAINE UNIVERSITAIRE Venez découvrir cet appartement T2 MEUBLE d'environ 46m2 . Celui-ci se compose d'une entrée directe dans le séjour, d'une cuisine entièrement aménagée et équipée, d'une chambre avec placard, d'une salle d'eau et d'un bureau (dressing). Une place de parking / Un local à vélos / Une laverie à disposition complètent ce bien - Disponible de suite. Loyer cc: 849,01 euros - Dépôt de garantie (2mois): 1460,02 euros - Honoraires Agence: 597,35 euros - Contact: AGENCE DES JALLES 05.56.95.84.00 / location@agencedesjalles.com Surface : 45.95 m² Loyer : 849 € / mois (charges comprises) Montant des charges : 46 € / mois Modalité de récupération des charges locatives : Prévisionnelles mensuelles avec régularisation annuelle Honoraires à la charge du locataire : 597 € Dépôt de garantie : 1460.02 € Date de réalisation du diagnostic énergétique : 03/06/2013",2022-01-06,leboncoin,0,0
15,lbc_2085605022,rentals,Appartement,760.0,43.0,17.674418604651162,2.0,True,33130,44.80808,-0.5539,"Appartement 2 pièces 43 m²
Appartement meublé 2 pièces 43.94 m² BEGLE Vaclav Havel , Proche du Tram B Résidence pour séniors , Appartement T2 Meublé , ascenseur , Balcon Cuisine équipée et aménagée salle d'eau avec wc libre de suite Référence annonce : 1780889 Date de réalisation du diagnostic : 11/05/2017 Honoraires à la charge du locataire : 439 € TTC Dépôt de garantie : 760 €",2022-01-06,leboncoin,0,1
16,lbc_2089180942,rentals,Appartement,690.0,35.0,19.714285714285715,1.0,True,33130,44.80808,-0.5539,"Appartement 1 pièce 35 m²
GRAND T1 BEGLES Grand T1 à Bègles neuf meublé comprenant une entrée avec un placard, une grande pièce à vivre avec une cuisine aménagée et équipée, une salle de bains avec un WC. Une place de parking vient compléter ce bien Disponible immédiatement Référence annonce : 255 Honoraires à la charge du locataire : 455 € TTC dont 105 € pour l'état des lieux Dépôt de garantie : 1300 € Montant des charges : 40 € / mois",2022-01-06,leboncoin,0,0
17,lbc_2069660143,rentals,Appartement,630.0,21.0,30.0,1.0,False,33400,44.81037,-0.59188,"Sous location studio Talence
Je propose une sous location d’une durée d’un mois pour le mois Janvier. Le studio situe au centre de Talence à côté des universités et pas loin de la place la victoire et à proximité des bus et les commerçants. Après la sous location je vais envisager une collocation entre filles après le mois Janvier ( Si la sous locataire est une fille ). N’hésitez pas à me contacter si vous avez des questions .",2022-01-06,leboncoin,1,1
18,lbc_2051822214,rentals,Appartement,645.0,20.0,32.25,1.0,True,33400,44.81056,-0.59164,"Studio 1 pièce 20 m²
Appartement Studio TALENCE CENTRE Vous n'avez pas encore trouvé de logement alors rassurez-vous nous en avons un ! Venez visiter cet appartement meublé situé dans une résidence de services et comprenant une entrée avec placard de rangement, une salle d'eau avec wc, une pièce principale avec coin cuisine équipée. Belles prestations pour cet appartement dans un environnement sécurisant: gardien, ascenseur, laverie, wifi .. Nous vous attendons pour une visite :) Référence annonce : FL0715630 Consommation énergétique : 212 kWh/m²/an Emission de gaz à effet de serre : 6 CO2/m²/an Honoraires à la charge du locataire : 262 € TTC dont 60 € pour l’état des lieux Dépôt de garantie : 1100 € Montant des charges : 95 € / mois Modalité de récupération des charges locatives : provision avec régularisation annuelle",2022-01-06,leboncoin,0,0
19,lbc_2081244658,rentals,Appartement,600.0,19.0,31.57894736842105,1.0,True,33400,44.81056,-0.59164,"Appartement 1 pièce 19 m²
TALENCE - MEDOQUINE CENTURY 21 TALENCE vous propose ce studio meublé de 20 m² avec balcon. Vous disposez d'une entrée avec espace cuisine, une pièce à vivre avec balcon et placard ainsi qu'une salle d'eau / WC Appartement entièrement meublé (lit armoire rabattable ) Loué avec emplacement de parking Résidence sécurisée avec gardien charges communes générales inclus dans le loyer Proximité des transports, commerces et universités Disponible ! Référence annonce : 40666 Consommation énergétique : 224 kWh/m²/an Emission de gaz à effet de serre : 8 CO2/m²/an Honoraires à la charge du locataire : 249 € TTC dont 57 € pour l’état des lieux Dépôt de garantie : 1180 € Montant des charges : 10 € / mois Modalité de récupération des charges locatives : provision avec régularisation annuelle",2022-01-06,leboncoin,0,0
20,lbc_2081711424,rentals,Appartement,700.0,27.0,25.925925925925927,1.0,True,33400,44.81056,-0.59164,"Studio 1 pièce 27 m²
Appartement A LOUER - Studio Talence - Dans un quartier calme et recherché, proche des transports, écoles, et commodités. Studio entièrement meublé comprenant une piece principale avec coin kitchenette meublée et équipée, un coin nuit, et une salle de douche avec WC. Une place de stationnement est possible. Le loyer inclut toutes les charges (eau, Electricité, chauffage, internet, TEOM) Disponible le 21 décembre. Loyer de 699,55 euros par mois charges comprises dont 100,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 358,00 euros ( soit 12,97 euros/m² ) dont 82,80 euros pour état des lieux ( soit 3,00 euros/m² ). . DPE ANCIENNE VERSION. Référence annonce : GES00950002-682 Honoraires à la charge du locataire : 358 € TTC dont 82 € pour l’état des lieux Dépôt de garantie : 599 € Montant des charges : 100 € / mois",2022-01-06,leboncoin,0,0
21,lbc_2081099662,rentals,Appartement,750.0,36.0,20.83333333333333,2.0,True,33800,44.82324,-0.5586,"A louer T2 meublé 36 m2 près de la Victoire
Au 3ème étage d'une résidence de 4 étages avec entrée sécurisée et ascenseur, - à 5 mn de la place de la Victoire, - à 2 mn du tram, station Bergonié, ligne B (Berges de la Garonne/Victoire/Talence/Pessac), T2 en parfait état, très calme (vue sur toits), entièrement équipé, comportant: - une entrée avec casier à chaussures et vestiaire, - un séjour avec coin repas, canapé clic-clac, grand placard de rangement, bureau, TV, aspirateur, nécessaire repassage, - une cuisine équipée avec plaques électriques, réfrigérateur, mini four, micro-ondes, grille pain, bouilloire, vaisselle et ustensiles de cuisine, - une chambre équipée avec lit de 120, armoire penderie, armoire étagères, couette, draps, - une salle d'eau avec baignoire/douche, vasque, WC et lave linge. Chauffage individuel électrique. Parking privatif fermé (entrée et sortie par télécommande dans une rue à sens unique peu passante). Interphone. Equipé fibre. Local à vélos. Gardien. Libre à compter du 20/12/2021. DPE du 19/12/2021 Loyer charges comprises (non compris électricité) Effectuer si possible votre demande sur le site Le Bon Coin.",2022-01-06,leboncoin,1,1
22,lbc_2081244660,rentals,Appartement,840.0,42.0,20.0,2.0,True,33800,44.82328,-0.55892,"Appartement 2 pièces 42 m²
BORDEAUX - BERGONIE CENTURY 21 TALENCE vous propose ce joli T2 meublé en excellent état, situé dans une résidence sécurisée proche du tram B. Il se compose d'une entrée avec dressing, une pièce de vie , une cuisine équipée aménagée , une chambre, une salle de bains, WC. Proche des commerces, transports et universités. Disponible le 17 décembre 2021. Référence annonce : 40668 Consommation énergétique : 223 kWh/m²/an Honoraires à la charge du locataire : 553 € TTC dont 127 € pour l’état des lieux Dépôt de garantie : 1550 € Montant des charges : 67 € / mois Modalité de récupération des charges locatives : provision avec régularisation annuelle",2022-01-06,leboncoin,0,0
23,lbc_2088014913,rentals,Appartement,660.0,22.0,30.0,1.0,True,33800,44.82328,-0.55892,"Studio 1 pièce 22 m²
Studio meublé refait à neuf Kaliz vous propose ce superbe studio meublé refait à neuf dans une résidence sécurisée. L'appartement se compose d'une belle pièce de vie avec coin cuisine entièrement équipée. Il a été refait à neuf avec beaucoup de goût. Loyer HC : 615 Charges : 45€ entretien des communs, TEOM Dépôt de garantie : 1230€ Honoraires à la charge du preneur : 297,83 Référence annonce : 411-862 Honoraires à la charge du locataire : 297 € TTC dont 68 € pour l’état des lieux Dépôt de garantie : 1230 € Montant des charges : 45 € / mois Modalité de récupération des charges locatives : provision avec régularisation annuelle",2022-01-06,leboncoin,0,0
24,lbc_2081209861,rentals,Appartement,780.0,45.0,17.333333333333332,2.0,False,33800,44.82446,-0.55344,"A louer T2 780 euros
À louer petite maison au niveau du quartier Belcier. La maison se situe à proximité des transports tram,bus, trains. La maison est composée : - d' une pièce centrale ouverts sur la cuisine équipée . - Une Chambre avec des placards. - Une salle d'eau avec WC et à l'extérieur en y trouveras un cellier et une terrasse privative. Si besoin de renseignements contactez moi Libre de suite",2022-01-06,leboncoin,1,2
25,lbc_2077020716,rentals,Appartement,950.0,36.0,26.38888888888889,2.0,True,33000,44.82974,-0.57677,"Location T2 meublé à Bordeaux
A louer, bel appartement meublé T2 de 36 m2 au 2ème étage avec ascenseur et avec une place de parking. Il se situe à Bordeaux près de la place de la Victoire. Il comprend donc une chambre séparée, une cuisine américaine donnant sur le salon et une salle de bain. Nombreux commerces aux alentours. Tramway à 5 minutes à pied!",2022-01-06,leboncoin,1,1
26,lbc_2080549003,rentals,Appartement,723.0,20.0,36.15,1.0,True,33800,44.83067,-0.57186,"Studio Bordeaux Victoire
Bordeaux, secteur La Victoire, à louer mignon studio de 20m² rénové au dernier étage d'un petit immeuble. Libre fin décembre 2021. Il est composé d'une salle d'eau avec wc, une pièce de vie avec coin cuisine équipée, escalier privatif à l'appartement au 1er avec balconnet. Les charges (eau, EDF, Gaz) sont incluses dans la provision de 60 euros (régularisation annuelle). Loyer : 723 euros (663e+60e), Dépôt de garantie : 663 euros. Frais d'agence 260 euros TTC. A proximité des commerces et transports (Tramway B, bus). Contacter l'agence ARRO IMMOBILIER au 05 56 94 77 69 pour plus de renseignements ou pour visiter.",2022-01-06,leboncoin,0,0
27,lbc_2070962514,rentals,Appartement,620.0,16.0,38.75,1.0,False,33000,44.83245,-0.57238,"Studio à louer
Studio victoire Calme retrait rue Rez de chaussée cour Meuble Bon etat Loyer 580 Charges 40",2022-01-06,leboncoin,1,1
28,lbc_2077628624,rentals,Appartement,750.0,35.0,21.428571428571427,2.0,True,33800,44.83262,-0.56145,"Bel Appartement T2 Bordeaux Saint-Michel
Bordeaux Saint-Michel, centre historique pittoresque et très animé, Très bel appartement T2 situé dans immeuble pierre de caractère calme et très clair, belle rénovation , entièrement meublé. Commerces et transports à proximité (tramway, bus ...) Conviendrait à étudiant(e); Contact uniquement par téléphone",2022-01-06,leboncoin,1,1
29,lbc_2090299208,rentals,Appartement,570.0,21.0,27.142857142857142,1.0,False,33000,44.83289,-0.57726,"Bordeaux place ste eulalie - t1
PLACE SAINTE EULALIE - A proximité de la Place PEY BERLAND et du cœur de la ville de Bordeaux A 350 m du tram B MUSEE D'AQUITAINE ou 450 m de VICTOIRE Appartement au 3ème et dernier étage en bon état général loué vide. Pièce de vie avec coin cuisine aménagée et équipée d'une plaque vitrocéramique, hotte et réfrigérateur (emplacement pour une machine à laver possible) et salle d'eau avec toilettes. Vue que la place Sainte Eulalie, son église et sa verdure. Loyer à 640 euros toutes charges incluses ( Parties communes, chauffage, eau froide et chaude et taxe enlèvement des ordures ménagères ) dont 70 euros de provision pour charges par mois. Reste à la charge du locataire, l'électricité. Dépôt de garantie : 570 € Disponible de suite ( visites possibles le 28 et le 29 décembre) Dossier locataire complet demandé avant la visite. Merci.",2022-01-06,leboncoin,1,1
30,lbc_2076246095,rentals,Appartement,530.0,17.0,31.176470588235293,1.0,False,33000,44.83485,-0.56886,"Appartement t1
APPARTEMENT T1 A LOUER – BORDEAUX Appartement T1 de 17 m² au 2ème étage, comprenant pièce de vie avec kitchenette, salle d'eau et double wc et mezzanine Disponible de suite Loyer mensuel charges comprise : 530€/Mois Charges Comprises Dont 13€ de provisions pour charge avec régularisation annuelle Loyer Mensuel hors charges : 517€ Dépôt de garantie : 517€ Honoraires charges locataires : 221€ TTC dont 51€ pour l’état des lieux Référence annonce : HUGLA",2022-01-06,leboncoin,0,0
31,lbc_2090652341,rentals,Appartement,490.0,20.0,24.5,1.0,False,33000,44.83536,-0.56577,"Loue Studio Bordeaux Saint michel
Direct propriétaire : Loue studio Rue Maubec à Bordeaux. L'appartement est situé à quelques metres de la place Saint Michel. La pièce principale donne sur une cour intérieure. Une Kitchenette et une petite salle de bains avec baignoire complètent le studio 490 euros mensuels. Les charges ne comprennent que l'eau",2022-01-06,leboncoin,1,1
32,lbc_2076340134,rentals,Appartement,1100.0,41.0,26.82926829268293,2.0,True,33000,44.83661,-0.57041,"Location meublé T2 Bordeaux saint Paul
Dans le très agréable quartier historique de St Paul, venez découvrir ce charmant T2 meublé de 41m² lumineux, entièrement rénové en août 2021 et au calme. Au 2ème étage et à l’arrière d’un immeuble ancien, typique du quartier, vous disposez d’une entrée, cuisine ouverte sur salon de 20m² et d’une grande chambre de 12m². Cuisine neuve équipée d’un frigidaire congélateur, hotte, lave vaisselle, four classique. La chambre située en prolongement du couloir à un accès direct sur sa salle de bain avec douche comprenant toilettes et lave linge. Espace optimisé. Nombreux rangements. Cumulus neuf. Radiateurs neufs. Aspirateur neuf, Bodum, grille pain (tout est neuf) Wifi. Vous êtes toujours près de toutes les commodités, des boutiques de bouche et au cœur de la vie de quartier et de ses nombreuses terrasses de café et restaurants. Tram A ou C et D à 350 mètres ! L’appartement sera à disposition pour la location meublée, à compter de fin décembre 2021. Des photos intérieures seront donc produites sur demande. Caution 2 mois et charges régularisées tous les ans Annonce non diffusée en agence volontairement. Agence s’abstenir ! Merci.",2022-01-06,leboncoin,1,1
33,lbc_2090541976,rentals,Appartement,600.0,24.0,25.0,1.0,True,33200,44.83702,-0.60694,"Location appartement bordeaux
Location appartement meublé Bordeaux 24m2 dans résidence très agréable avec gardien. Laverie en face de la résidence Carrefour City 50m Restaurants en face de la résidence Transport au pied de la résidence",2022-01-06,leboncoin,1,1
34,lbc_2086528874,rentals,Appartement,555.0,24.0,23.125,2.0,False,33000,44.83885,-0.58115,"Appartement 2 pièces 24 m²
Appartement Jardin Public - BORDEAUX - RUE NAUJAC. DISPONIBLE LE 09 JANVIER 2021 A proximité du Palais Gallien, nous vous proposons cet appartement de type 2 comprenant un séjour avec kitchenette équipée (plaques de cuisson et frigo), une chambre, une salle de bains et des WC. Pour plus de renseignements, veuillez contacter notre service location au 05.56.48.37.39. Le bien est soumis au statut de la copropriété. Loyer de 555,00 euros par mois charges comprises dont 30,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Soit avec Assurance Habitation et Assistance* ( 14.00 euros ) : 569,00 euros. Les honoraires charge locataire sont de 312,00 euros ( soit 13,00 euros/m² ) dont 72,00 euros pour état des lieux ( soit 3,00 euros/m² ). Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : ***#bareme-location . *Service facultatif. Contribution annuelle ""attentats"" non comprise. Voir conditions en agence. Référence annonce : GES60300010-39 Consommation énergétique : 258 kWh/m²/an Emission de gaz à effet de serre : 12 CO2/m²/an Honoraires à la charge du locataire : 312 € TTC dont 72 € pour l’état des lieux Dépôt de garantie : 525 € Montant des charges : 30 € / mois",2022-01-06,leboncoin,0,0
35,lbc_2078597952,rentals,Appartement,715.0,32.0,22.34375,1.0,True,33000,44.83885,-0.58115,"Appartement 1 pièce 32 m²
BORDEAUX Appartement T1 715 Euros charges comprises en bon etat de 32m2 et tres bien eclaire, dans un petit immeuble en pierre. L'appartement comprend un sejour, une mezzanine, une cuisine equipee, une salle d'eau et un WC. Proche transports et commerces. Nous contacter dl 05.56.01.80.01 fd 210 Euros - mis a jour le 06/01/22 - DPE en cours Référence annonce : 30-1201-07",2022-01-06,leboncoin,0,0
36,lbc_2080293675,rentals,Appartement,590.0,16.0,36.875,1.0,True,33000,44.83885,-0.58115,"Appartement 1 pièce 16 m²
Maison Bordeaux 1 pièce(s) 16 m2 BORDEAUX - NANSOUTY . Merci de ne déposer aucun dossier en ligne avant de nous avoir contacté par téléphone. Dans un immeuble en pierre situé 17 rue Lafontaine, proche des commodités, appartement de type studio loué meublé comprenant une pièce de vie avec coin cuisine et placard, une salle d'eau avec wc. Disponibilité immédiate. Référence annonce : E25FR5 Consommation énergétique : 268 kWh/m²/an Emission de gaz à effet de serre : 8 CO2/m²/an Honoraires à la charge du locataire : 195 € TTC dont 45 € pour l'état des lieux Dépôt de garantie : 1080 € Montant des charges : 50 € / mois",2022-01-06,leboncoin,0,0
