,announcement_id,type_source,estate_type,price,area,price_m2,room_count,meuble,postal_code,latitude,longitude,description,collected_date,data_source,type_owner
68536,slg_198155401,sales,Appartement,183000.0,51.63656884875847,3544.0,2.0,False,33700,,,"MERIGNAC MONSEJOUR. Dans une résidence des années 70, situé au 2ème et dernier étage, appartement de type 2 de 52m². Il se compose d'une entrée, d'une chambre avec rangement, d'une salle de bains, d'un WC séparé, d'un placard, d'une cuisine aménagée/équipée, d'un salon/séjour donnant sur une terrasse de 8m² exposée Ouest. Un cellier et une place de parking complètent ce bien. A proximité des commerces et des transports en communs. VENDU LOUE.",2023-02-16,seloger,0
61992,slg_187735531,sales,Appartement,322800.0,62.00537840952747,5206.0,3.0,False,33000,,,,2022-06-17,seloger,0
79468,slg_202255321,sales,Appartement,425000.0,44.270833333333336,9600.0,2.0,False,75012,,,"Appartement
Appartement à vendre - RARE & ATYPIQUE ! L'agence Stéphane Plaza Reuilly-Diderot est heureuse de vous présenter cette sublime maison de ville en copropriété de 2 pièces d'une superficie de 40.64m2 carrez. Dans une résidence arborée et sécurisée, nous vous invitons à découvrir cette maison située au pied du métro Faidherbe-Chaligny et à [...]",2023-05-11,seloger,0
41711,slg_192892583,rentals,Appartement,1310.0,52.4,25.0,2.0,True,75020,,,"Métro Gambetta. Proche rue de Belgrand, rue de la cour des Noues. Dans un immeuble récent au 4ème étage avec ascenseur, beau deux pièces calme et clair comprenant : une entrée, un séjour, une cuisine aménagée ouverte sur le séjour, une chambre et une salle de bains avec wc. Nombreux rangements. Chauffage et au collectifs inclus dans les charges . Cave et parking compris. Le locataire doit justifier d'un salaire net supérieur à trois fois le montant du loyer charges comprises . Merci de bien vouloir expliquer votre situation professionnelle dans le formulaire de contact.",2022-10-18,seloger,0
17727,slg_184511935,sales,Appartement,175000.0,33.000188572506126,5303.000000000001,1.0,False,93140,,,"Studio
Appartement à vendre - STUDIO + JARDIN - BONDY A 5 minutes à pied de la gare RER E de BONDY !! Appartement en rez-jardin composé d'une pièce à vivre avec cuisine ouverte équipée , une salle d'eau ,wc ,un jardin et une place de parking vient compléter ce bien. Aucun travaux à prévoir. N'hésitez pas à nous contacter /",2022-04-06,seloger,0
6959,slg_182533625,sales,Maison,230000.0,86.01346297681376,2674.0,4.0,False,77370,,,"Maison traditionnelle
Situé dans le quartier des Roches, à 10 minutes à pied de la gare et à proximité des écoles vous attend ce pavillon familiale. Il offre un espace de vie de 45m² avec une cuisine ouverte, 3 chambres, une salle d'eau, 2 wc, garage et emplacement de stationnement devant. Le tout sur un terrain clos de 275m² sans vis-à-vis et exposé Sud/Ouest. Idéaleme",2022-03-09,seloger,0
39293,slg_192118275,sales,Appartement,585000.0,49.76182374957469,11756.0,2.0,True,75012,,,"Aligre, Ledru Rollin - En étage avec ascenseur d'un bel immeuble ancien bien entretenu, un appartement 2 pièces en bon état, CALME, avec le CHARME DE L'ANCIEN (parquet, moulures, cheminée). Il se compose comme suit : séjour, chambre, cuisine, salle d'eau, WC séparés. Une cave complète ce bien.",2022-10-02,seloger,0
47317,slg_185369149,rentals,Appartement,564.0,28.2,20.0,2.0,False,33000,,,"Appartement
Location Appartement - CHARTRONS Rue DENISE .Appartement T2 clair et lumineux situé au 1° étage , avec séjour , cuisine équipée , 1 chambres , salle d'eau , a deux pas des quais et du tramway B . 515 € + 49 € (PROVISION SUR CHARGES PAR PERSONNE) Disponible Rapidement références exigées!. Réf. annonce : 2333425041641",2022-04-26,seloger,0
47609,slg_194131909,sales,Appartement,195000.0,26.0,7500.0,1.0,True,33000,,,"BORDEAUX - dans le triangle d'or Nous vous proposons à la vente dans un immeuble Bordelais un studio au dernier étage sans travaux et prêt à habiter ou à louer. Ce studio d'environ 26m² proposent une kitchenette (plaques de cuisson vitro-céramique, hotte, frigo top), une pièce de vie, et, une salle de bains et WC. Une cave de vient compléter le tout. Et pas de travaux à prévoir dans la copropriété A visiter rapidement !!",2022-11-14,seloger,0
24401,slg_186244973,rentals,Appartement,580.0,25.217391304347824,23.0,1.0,True,33000,,,"Studio
Location entre particulier Appartement - Duplex meublé dans immeuble neuf. Situé proche du centre ville de Bordeaux, et à proximité du centre commercial Logement meublé (lit en mezzanine, armoire, table, chaises, canapé) et cuisine équipée. (Lave linge, plaques vitrocéramiques, frigo, micro-ondes et four) Prestations de qualité. Arrêt de [...]",2022-05-16,seloger,1
41083,slg_183596175,sales,Appartement,170000.0,40.0,4250.0,2.0,False,78200,,,"Appartement
Appartement à vendre - Venez découvrir ce bien situé en plein centre-ville de Mantes-La- Jolie. Idéalement situé, il se compose d'une entrée, d'un petit couloir avec placards donnant sur une chambre, d'un salon et d'une cuisine équipée et aménagée, d'une salle de bain , et d'un wc, le tout en parfait état. Une cave vient compléter ce [...]",2022-03-27,seloger,0
33212,slg_190458433,rentals,Appartement,550.0,25.0,22.0,1.0,False,33000,,,"BORDEAUX 550 € Appartement T1 état neuf de 25 m2. Comprenant un séjour, une kitchenette, une mezzanine, une salle d'eau et un WC. Proche tramway et commerces. Nous contacter dl",2022-08-27,seloger,0
4052,slg_181748547,sales,Appartement,490000.0,100.0,4900.0,4.0,False,78640,,,"Appartement
Neauphle-le-Château - Centre historique - Dans une maison de ville, appartement 4 pièces au 2e et dernier étage d'environ 100 m2 au sol (82,17 m2 Loi Carrez) avec terrasse d'environ 48 m2. Accès par le 1er étage du bâtiment. A l'étage : palier, vaste séjour, cuisine aménagée et équipée avec ilot central, suite parentale avec salle de douches et dre",2022-02-27,seloger,0
10083,slg_183191983,sales,Maison,197000.0,88.65886588658866,2222.0,4.0,False,91720,,,"Maison/Villa
Duplex de 88m2 en rez-de-jardin, à Gironville-sur-Essonne, petite commune desservie par le RER D, à 15mn de l'A6 Paris, proche des commerces et zone d'activité, à 7km de Milly-le-Forêt et 22 km d'Etampes. Venez découvrir ce F4 en arrivant par l'étage à vivre, composé d'un belle pièce de 33m2 comprenant la cuisine ouverte et le séjour avec cheminée",2022-03-09,seloger,0
8032,slg_182494761,sales,Appartement,225000.0,77.98960138648181,2884.9999999999995,4.0,False,78480,,,"Appartement
Au sein d'une agréable résidence calme et verdoyante, à quelques minutes à pieds de la gare des Clairières et des écoles ce bel appartement de type F4 en très bon état général comprend une entrée avec placards, une cuisine équipée de 2017, un séjour double avec accès Loggia, dégagement, 2 spacieuses chambres, un dressing ainsi qu'un cellier, une sa",2022-03-09,seloger,0
48354,slg_194327765,rentals,Appartement,633.0,48.69230769230769,13.0,2.0,False,33200,,,"Bel appartement type 2 d'environ 48 m2 habitables comprenant : Entrée, séjour 20 m2, cuisine séparée semi-équipée, une chambre, sdb. Terrasse 17 m2 , une place de parking. Exclusivité.",2022-11-17,seloger,0
65294,slg_189085991,sales,Appartement,346000.0,31.00080637935669,11161.0,2.0,False,75013,,,,2022-07-17,seloger,0
33148,slg_190469991,sales,Appartement,165110.0,29.099400775467043,5674.0,1.0,True,33100,,,"Nous vous proposons de découvrir un joli studio de 29,70m2 rue de La Benauge, à deux pas de la place Stalingrad (Tram A), au premier étage d'un petit immeuble en pierre, bien entretenu et sécurisé, composé : d'une entrée-dégagement, une salle d'eau avec wc, une grande pièce principale avec cuisine ouverte entièrement équipée, deux fenêtres avec volets, un coin salon-salle à manger et un couchage pour deux personnes en mezzanine. Entièrement refait à neuf, double vitrage, très lumineux, chauffage et cumulus individuels électriques. Idéal primo-accédent ou investisseur car actullement loué à 650EUR C.C.",2022-08-27,seloger,0
74063,slg_190511173,sales,Appartement,244000.0,19.000155738981466,12842.000000000002,1.0,False,75012,,,"PARIS 12 // DAUMESNIL Au pied du métro Daumesnil, situé au 3ème étage, nous vous proposons un studio de 19m² refait à neuf par architecte en 2019 avec des matériaux de qualité composé d'une pièce principal avec cuisine ouverte avec verrière et équipée, d'une salle d'eau avec WC, douche à l'italienne et expasace buanderi. Une cave d'environ 6m² complète ce bien. LUMINEUX // CALME // REFAIT A NEUF À VISITER RAPIDEMENT !!",2022-08-30,seloger,0
5403,slg_181419975,sales,Appartement,183000.0,13.630269626098617,13426.0,1.0,False,75003,,,"Studio
PARIS 3 - ORPI vous présente un studio au dernier étage d'une rue calme du 3ème arrondissement se composant comme suit : une pièces à vivre, une cuisine indépendante avec douche, les W.C. sont sur le palier, à usage unique pour l'appartement.. . Un grand grenier non-adjacent à rénover au même étage vient compléter ce bien.. . Si votre projet d'acqu",2022-03-09,seloger,0
33610,slg_190750197,sales,Appartement,228000.0,40.999820176227296,5561.0,2.0,True,33150,,,"**Frais de notaire Offerts** Deux pièces aux portes de Bordeaux Il se compose d'une entrée, d'une chambre, d'un séjour cuisine ouvert sur une terrasse pour profiter de l'extérieur. Une place de parking vient compléter ce bien. Cette nouvelle résidence dispose de tous les essentiels a quelques minute. Commerces et local médical en pied d'immeuble. École, commerces, centre culturel et sport à proximité. Bordeaux Centre 20 min en tram. Photos non contractuelles, suggestion d'aménagement – Logement BBC, normes RT 2012 et HQE – accessible PMR et éligible PTZ. Plans, rendez-vous et réservations sur demande. Joignable 7j/7 au 0629232599",2022-09-05,seloger,0
27952,slg_188096941,sales,Appartement,138000.0,13.000471031559114,10615.0,1.0,False,75013,,,,2022-06-24,seloger,0
82454,slg_203331359,sales,Appartement,200000.0,45.40295119182747,4405.0,2.0,True,33000,,,"Appartement
Appartement à vendre - Appartement à Caudéran. Dans une résidence au calme et sécurisée, avec un gardien, venez découvrir cet appartement situé au 4ème et dernier étage d'un bel immeuble idéalement placé à Caudéran avec arrêts de bus à proximité. Il se compose d'une cuisine, un salon/séjour, une salle de bain avec WC, une chambre, ainsi qu'un [...]",2023-06-01,seloger,0
20192,slg_185305673,rentals,Appartement,1100.0,57.89473684210526,19.0,3.0,True,33600,,,"Appartement
Location Appartement - Venez découvrir ce T3 meublé avec gouts de 57.44m², dans une résidence calme, proche de toutes les commodités, comprenant une entrée avec placards, une cuisine séparée, aménagée et équipée, une pièce de vie lumineuse donnant sur un agréable balcon, deux chambres avec placards, une salle de bains et WC séparé.. Un cellier et [...]",2022-04-24,seloger,0
7966,slg_182551793,sales,Maison,252000.0,64.99871034304874,3877.000000000001,4.0,False,78440,,,"Pavillon
Solide pavillon situé à moins de 10min à pied de la gare vous offre un séjour avec une cuisine US équipée, 3 chambres et une salle d'eau. L'ensemble est édifié sur un sous-sol total compartimenté et un terrain de 532m². Idéale pour une 1ère acquisition, elle offre un potentiel d'évolution important.",2022-03-09,seloger,0
1648,slg_181694441,rentals,Appartement,904.0,26.58823529411765,34.0,2.0,True,75013,,,"Appartement
Appartement de 2 pièces meublé d'environ 27m² au 3ème étage sans ascenseur, sur cour, comprenant : entrée, chambre, séjour avec kitchenette aménagée et équipée, salle de bains avec WC et lave-linge..",2022-01-27,seloger,0
68002,slg_198129421,rentals,Appartement,933.0,35.88461538461539,26.0,1.0,False,75020,,,"Studio
Location Appartement - RUE DE LA PLAINE, à proximité du métro Buzenval (ligne 9) et de la place de la Nation, studio situé au 5ème étage avec ascenseur, composé d'une entrée, séjour, cuisine et d'une salle de bains avec un WC. Chauffage et eau chaude collectifs au gaz. Zone soumise à l'encadrement des loyers: - loyer de base : 820 euros HC - loyer [...]",2023-02-15,seloger,0
13197,slg_183473821,sales,Appartement,100000.0,27.839643652561247,3592.0,1.0,True,78250,,,"Studio
Appartement à vendre - Appartement vendu loué meublé 650 euros charges comprises Celui-ci offre : entrée, salon avec canapé convertible, cuisine séparée / équipée, salle de bains avec WC. Une cave complète le bien. A deux pas du centre-ville et de la gare ! ** Idéal investisseur **",2022-03-11,seloger,0
49955,slg_185999077,rentals,Appartement,922.0,54.23529411764706,17.0,3.0,False,33400,,,"Appartement
Location Appartement - TALENCE 922 € charges comprises appartement T3 en très bon état de 54 m2. Comprenant un séjour, une cuisine américaine équipée, deux chambres, une salle de bain et WC. Proche transports et commerces. colocation acceptée Nous contacter dl",2022-05-10,seloger,0
27617,lbc_2179917470,rentals,Appartement,430.0,18.0,23.88888888888889,1.0,False,33000,44.8367,-0.58107,"Studio 1 pièce 18 m²
BORDEAUX 430  Euros Appartement Studio en tres bon etat avec cour privee.  Comprenant un sejour, une kitchenette equipee, une salle d'eau et un WC.  Proche tramway et commerces.  Nous contacter dl 05.56.01.80.01 fd 210 Euros  - mis a jour le 21/06/22 - loyer hors charges
Référence annonce : 414179
Logement à consommation énergétique excessive : classe F",2022-06-21,leboncoin,0
41026,slg_183939467,sales,Appartement,359000.0,25.999420625724216,13808.0,1.0,True,75003,,,"Studio
Appartement de luxe à vendre - Appartement 1 pièces 26 m2 - Enfants Rouges/Boulevard du Temple Temple, à l'entrée de la Place de la République et du Quartier des Enfants Rouges. Au 1er étage d'un immeuble du XIX ème siècle, cet appartement 1 pièce de 26 m2 entièrement refait à neuf est composé d'une entrée et d'une pièce de vie très lumineuse [...]",2022-03-27,seloger,0
31170,slg_189180149,sales,Appartement,205000.0,34.00232210980262,6029.0,2.0,True,94130,,,"Dans une résidence sécurisée, Nous proposons un deux pièces de 34m2 composé d'un séjour avec sa cuisine ouverte, une chambre, salle de bain avec wc, une cave complète ce bien. L'appartement est situé au 6ème et dernier étage avec ascenseur et l'immeuble a été ravalé en 2018. Charges: 170 euros mensuels Taxe fonciere : 1000 euros par an",2022-07-20,seloger,0
27504,slg_187608861,rentals,Appartement,1300.0,46.42857142857143,28.0,2.0,True,94160,,,"Appartement
Location Appartement - Saint Mandé sud, à proxmité du centre ville de Saint Mandé et du bois de Vincennes, dans un immeuble ancien, au 3éme étage, appartement de 2/3 piéces principales de 47 m2 en parfait état général comprendant couloir de dégagement, double séjour, chambre séparé, cuisine aménagée, salle de bains avec WC",2022-06-15,seloger,0
80927,slg_192508441,sales,Appartement,460000.0,38.99957609156422,11795.0,2.0,True,75013,,,"Au pied de la Butte aux Cailles. Balcon. Situé au 4ème étage d'un immeuble semi-récent bien entretenu, avec ascenseur, l'appartement est baigné de lumière. Il se compose d'un grand séjour de 20 m2 s'ouvrant directement sur un balcon avec une vue dégagée et arborée, une cuisine ouverte, une chambre, une salle de bain, des placards, des toilettes séparés. Son plan est optimisé. Une cave complète ce bien. Dans un quartier à ""l'esprit village"", ce bien offre une belle qualité de vie avec commerces, cafés, restaurants.. Il est desservi par les métros Tolbiac (390 m) et Corvisart (500m).",2022-10-14,seloger,0
13423,slg_174555285,sales,Appartement,345000.0,30.359028511087644,11364.0,1.0,False,92210,,,"Studio
Investissement Appartement - DERNIERS LOTS DISPONIBLES « L'OR BLEU » la nouvelle résidence très cosy de SEGER vous attend à Saint-Cloud ! Inscrite au cœur des Coteaux, quartier chic et convivial, elle est composée d'une dizaine d'appartements seulement, dont certains avec vues sur Paris et la Tour Eiffel. Ses prestations et équipements Haut de [...]",2022-03-11,seloger,0
71136,slg_190159195,rentals,Appartement,604.0,40.266666666666666,15.0,2.0,False,33150,,,"CENON - Dans résidence entre le pont levant J. Chaban Delmas et l avenue Thiers. Desservie à 500m par le tram A arrêt « Cenon Gare » et les VCub. Appartement de type 2 composé de : entrée avec placard, séjour, cuisine équipée, une chambre, salle d'eau et wc. Loggia et place de parking. Chaudière gaz à condensation pour eau sanitaire et chauffage, parking. Bâtiment basse consommation (BBC).",2022-08-17,seloger,0
95592,slg_200890997,sales,Appartement,315000.0,59.50132225160559,5294.0,3.0,True,33000,,,"Appartement
Appartement à vendre - Situe en plein coeur du quartier des Chartrons, à deux pas des quais, de toutes commodités ainsi que destransports(4,15, tram C/B).L'agence vous propose ce charmant T3 en investissement locatif au rendement Net de 3,8%, très propre,ravalement de facade de l'immeuble en cour, changement des menuiseries ok. Il se compose d'une [...]",2023-04-12,seloger,0
36471,slg_181280741,sales,Appartement,249000.0,71.00085543199316,3507.0,3.0,False,95000,,,"Appartement
Appartement de luxe à vendre - En exclusivité, spacieux et lumineux appartement de 71 m2 situé à Cergy Préfecture à moins de 10 mn à pied de la gare RER, des commerces et des écoles. Ce charmant 3 pièces se situe au deuxième étage d'une résidence de quatre étages, avec sa grande terrasse exposée plein Sud donnant sur un parc, avec une magnifique [...]",2022-03-10,seloger,0
69652,slg_198379131,rentals,Appartement,1155.0,82.5,14.0,3.0,False,33000,,,"BORDEAUX 1155 € Appartement T3 Très bon état 80 m2. Avec parking. En résidence. Comprenant séjour, 2 chambres, salle d'eau. Proche transports et commerces. Nous contacter dl fd 210€",2023-02-21,seloger,0
21842,slg_185480357,sales,Appartement,307000.0,56.600294985250734,5424.0,3.0,False,77700,,,"Appartement
Appartement à vendre - Nouvelle opportunité, Quartier Hôtel de Ville, proche des écoles et du centre commercial du Val d'Europe. A découvrir cet appartement de 3 pièces principales dans une résidence récente de standing comprenant : Entrée, séjour, cuisine ouverte, 2 chambres, une salle de bains et toilette séparé. En complément, une place de [...]",2022-04-29,seloger,0
33120,slg_190452897,sales,Appartement,191000.0,61.00287448099649,3131.0,3.0,False,33700,,,"Venez visiter ce T3 traversant et lumineux au coeur d'une résidence de Capeyron avec une pièce de vie bien exposée donnant sur un extérieur spacieux et sans vis à vis. L'appartement se compose de 2 chambres, d'une cuisine équipée, d'une salle d'eau, d'un Wc séparé et un cellier vient compléter ce bien.",2022-08-26,seloger,0
85084,slg_194037459,rentals,Appartement,1060.0,46.08695652173913,23.0,2.0,False,94130,,,"NOGENT SUR MARNE - Dans résidence sécurisée, grand 2 pièces composé d'une entrée, séjour, cuisine,chambre, salle de bains, wc, cave et parking. - Loyer charges comprises : 1060EUR - Provisions sur charges mensuelle avec régularisation annuelle : 95EUR - Dépôt de garantie : 964.57EUR - Honoraires charge locataire : 684EUR comprenant visites, constitution de dossier, rédaction de bail et dont 136.80EUR pour l'état des lieux.",2022-11-11,seloger,0
61439,slg_195993225,sales,Appartement,108000.0,34.2748333862266,3151.0,1.0,False,33400,,,"Exclusivité Square Box - Immobilier Talence Bagatelle - L'agence Square Habitat de Bordeaux Nansouty est heureuse de vous présenter cet appartement T1 idéalement situé, proche de l'hôpital Bagatelle et du Centre de Talence, transports et commerces à proximité. Dans une copropriété très bien entretenue au 3ème et dernier étage sans ascenseur Une entrée avec placards, desservant une spacieuse pièce à vivre avec une large baie vitrée donnant sur un balcon (exposition sud-est)et une superbe vue dégagée, cuisine séparée, salle de bains + wc. Stationnement libre et sécurisée dans la résidence. Prévoir travaux. Idéal investisseurs pour placement en déficit foncier ainsi que pour les primos-accédants !! A vos visites !!",2023-01-11,seloger,0
81453,slg_202977885,sales,Maison,275600.0,93.99727148703955,2932.0,4.0,False,16000,,,"Maison/Villa
Maison/Villa à vendre - ANGOULEME MONTAUZIER, à 5mn de la gare, bien rare ! Maison de ville ancienne rénovée, composée d'un salon-séjour traversant, d'une cuisine équipée avec terrasse-balcon donnant sur une magnifique vue sans vis-à-vis, 2 chambres, bureau et pièce aménagée sous combles, salle de bains et salle d'eau, sous-sol, jardin clos, [...]",2023-05-25,seloger,0
81254,slg_202993719,rentals,Appartement,570.0,22.8,25.0,1.0,True,33000,,,"Studio
Location Appartement - ST MICHEL .Studio entièrement meublé et équipé de 23m² ,au calme coté cour avec séjour , coin cuisine équipée , couchage en mezzanine pour 2 personnes , salle d eau , a deux pas de toutes commodités et du tramway A/B et C . 520 € +50 € ( provisions) Réf. annonce : 2366024051325",2023-05-25,seloger,0
61681,slg_187507719,rentals,Appartement,670.0,74.44444444444444,9.0,3.0,True,16600,,,"Appartement
Location entre particulier Appartement - À LOUER T3 à Ruelle-sur-Touvre (à 300 m de Naval Group). Appartement traversant de 73m2 remis à neuf situé au dernier étage d’un petit immeuble privé (R+2) placé dans un quartier proche de toutes commodités, commerces et transports. Comprenant 2 grandes chambres, cuisine entièrement équipée (évier, [...]",2022-06-12,seloger,1
40467,slg_192691891,sales,Appartement,577500.0,59.0008173273396,9788.0,2.0,True,75013,,,"Immobilier.notaires® et l'office notarial CHANCÉ-VARIN & Associés, notaires vous proposent : Appartement à vendre - PARIS 13 (75013) - - - - - - - - - - - PARIS 13ème (rue Dunois) Appartement T2 au 1er étage, comprenant: Entrée, séjour avec placard (29,6m²), cuisine aménagée, chambre (donnant sur cour), salle d'eau et wc. Caves en sous-sol Grand garage (32m²), à l'arrière de l'immeuble - - - - - - - - - - - Visites : Sur rendez-vous. Contact : - - - - - - - - - - - Annonce de l'étude CHANCÉ-VARIN & Associés, notaires - Notaires à Lisieux - N° SIRET : 79111249300063 - - - - - - - - - - - Immobilier.notaires® : Evaluer, acheter & vendre avec les notaires partout en France. 12 000 notaires, experts et négociateurs vous accompagnent dans vos projets immobiliers en toute confiance.",2022-10-13,seloger,0
47452,slg_185353317,rentals,Appartement,709.0,50.642857142857146,14.0,3.0,False,33300,,,"Appartement
Location Appartement - Dans résidence T3 rue Condorcet au 1er etage d'une superficie 51m² il se compose: D'une entrée, un coin cuisine équipée (plaques de cuisson, réfrigérateur, hotte), une chambre, une salle de bains et un WC. ascenseur LOYER 709 euros Charges comprises Visite mardi 26/04 à 12h",2022-04-26,seloger,0
87043,slg_194974791,sales,Appartement,195000.0,33.00050770011846,5909.0,2.0,False,94120,,,"LC IMMO vous propose ce deux pièces à fort potentiel dans une petite copropriété quartier Hôtel de ville. Il se compose d'une entrée, un séjour avec cuisine ouverte, une chambre et une salle d'eau avec wc. Une cave complète ce bien. A 15 minutes à pied du RER A Fontenay-sous-Bois. Idéal primo-accédant ou investisseur.",2022-12-01,seloger,0
86177,slg_194688895,sales,Appartement,540900.0,38.76863532110092,13952.0,2.0,False,75012,,,"MF T2 PARIS GC SUBLIME APPARTEMENT DE 2 PIECES A PARIS LIVRAISON PREVUE POUR: 1er SEMESTRE 2025 2 PIECES DE 38.77M² HABITABLE ENTREE SEJOUR/CUISINE 1 CHAMBRE 1 SDE AVEC WC 1 LOGGIA 7.76M² 1 PARKING INCLUS FRAIS DE NOTAIRE REDUITS Appartement répondant aux normes et labels de qualité RT2012 NF HABITAT Bâtiment basse consommation, FAIBLES CHARGES Photos non contractuelles, exemple d'aménagement possible Plans et informations Marie Fawaz 0778257683",2022-11-25,seloger,0
47762,slg_185639135,sales,Appartement,265000.0,45.99895851414685,5761.0,2.0,False,94800,,,"Appartement
Appartement à vendre - Idéalement Placé en Hypercentre, Place du marché, Appartement de 2 Pièces avec balcon et parking. Au deuxième étage avec ascenseur: Entrée avec placard, cuisine indépendante, salon avec accès balcon, chambre, salle de bains et WC. Parking en sous-sol. dont 6.00 % honoraires TTC à la charge de l'acquéreur. Copropriété de 38 [...]",2022-05-02,seloger,0
59896,slg_187155785,sales,Appartement,274000.0,65.00593119810202,4215.0,3.0,False,33700,,,"Appartement
Appartement à vendre - Situé à proximité de toutes les commodités du bourg d'Arlac et dans une résidence avec piscine, à 10 minutes à pied de l'arrêt de tramway Peychotte et du C.H.U, Homki vous propose de découvrir cet appartement rénové avec goût de 65 m² au 1er et dernier étage d'une résidence sécurisée de 1997, parfaitement entretenue avec des [...]",2022-06-06,seloger,0
19564,slg_184902197,sales,Appartement,447000.0,85.99461331281262,5198.0,4.0,False,94110,,,"Appartement
Appartement à vendre - GRAND APPARTEMENT 3/4 PIÈCES AVEC BALCON – 2 CHAMBRES (POSSIBLE 3) – PARKING – RER B ARCUEIL LAPLACE OU GENTILLY EffiCity, L'Agence qui estime votre bien en ligne, vous propose, dans une résidence récente de 2012 avec ascenseur et adaptée PMR, cet appartement de type 4 Pièces de 86,28 m² Loi Carrez. Il est composé d'une [...]",2022-04-19,seloger,0
62270,slg_187715877,sales,Appartement,289000.0,46.40333975594091,6228.0,2.0,False,33600,,,,2022-06-17,seloger,0
39569,slg_181272147,sales,Appartement,180000.0,67.49156355455568,2667.0,4.0,False,77100,,,"Appartement
Appartement à vendre - Secteur rechercher . Meaux, quartier Clémenceau dans une résidence sécurisée et proche de toutes commodités, gare à 10 minutes et hôpital à proximité.. un appartement lumineux au 2 étages avec ascenseur .. Il est composé d'un séjour double de plus de 28 m² (possibilité de faire une 3 chambres) d'une cuisine indépendante, de [...]",2022-03-22,seloger,0
15161,slg_183732419,rentals,Appartement,1339.0,28.48936170212766,47.0,1.0,True,75012,,,"Studio
Location Appartement - Appartement 1 pièce DAUMESNIL, Appartement F1 meublé et équipé, lumineux et calme, au 4ème étage avec ascenseur, donnant sur cour, avec vue dégagée, comprenant, entrée avec placard, salle de bains, wc séparés, séjour avec cuisine américaine. Chauffage et eau chaude collectifs. Connexion internet Fibre + tv inclus. Excellent [...]",2022-03-18,seloger,0
16687,slg_184295209,rentals,Appartement,839.0,49.35294117647059,17.0,2.0,False,33000,,,"Appartement
Location Appartement - T2 traversant d'une superficie de 49m² avec terrasse de 10m² rue du Lavoir, il se compose : D'une entrée, un séjour avec cuisine équipée (deux plaques vitrocéramique, réfrigérateur top) un chambre avec sa salle d'eau et un WC. appartement rénové",2022-03-31,seloger,0
90014,slg_196663183,rentals,Appartement,895.0,21.82926829268293,41.0,1.0,False,75012,,,"L'Agence Guy Hoquet Daumesnil vous propose à la location : Un studio au RDC, composé d'une entrée, une salle d'eau avec wc et machine à laver, une cuisine équipée, un séjour avec un canapé lit. Chauffage et eau chaude inclus dans le prix. Contact : Agence Guy Hoquet Daumesnil. Conseillère en location : Lucie VAZ AZEVEDO -",2023-01-14,seloger,0
1834,slg_176631527,rentals,Appartement,890.0,42.38095238095238,21.0,2.0,False,94130,,,"Appartement
NOGENT SUR MARNE - proche du RER a et du bois de Vincennes. Un appartement de type 2-3 pièces en très bon état général comprenant : cuisine aménagée avec salle à manger, séjour, chambre, salle d'eau avec WC. DISPONIBLE IMMÉDIATEMENT !!",2022-01-29,seloger,0
4021,slg_179806865,sales,Appartement,278000.0,83.98791540785498,3310.0,4.0,False,78260,,,"Appartement
Situé en plein centre ville, à 10 minutes à pieds de la Gare RER, dans une copropriété récemment ravalée, Appartement en parfait état général, comprenant une entrée, un séjour lumineux, cuisine indépendante, trois chambres, une salle d'eau, toilettes séparés. Ainsi qu'un BOX fermé en sous-sol. AGENCE PRINCIPALE: (collaborateur salarié T.P.) Copropr",2022-02-27,seloger,0
27385,slg_187604277,rentals,Appartement,1400.0,46.66666666666666,30.0,2.0,False,75012,,,"Appartement, 2 Pièces de 46 m² situé à 2 mn à pied du métro Daumesnil. Cuisine entièrement refaite en 2021 avec plaques vitro, hotte, four, micro-ondes, lave-vaisselle et lave-linge. Séjour 20m2 avec grand placard. Chambre avec rangement. Il est situé en rez de chaussée, vue sur jardin, très calme. Gardien, porte blindée, cave de 4,2 m2 accessible par ascenseur, local à vélos. Loyer 1260 euros plus charges 140 euros (chauffage, eau, ordures ménagères, gardien).",2022-06-15,seloger,0
90706,slg_197148765,sales,Appartement,419000.0,40.0,10475.0,2.0,True,75012,,,"PARIS 12 Appartement de 2 pièces de 40 m2 Emplacement exceptionnel, à 3 mn des métro Dugommier L.6 et Montgallet L.8, proche des commerces, du marché et des écoles / Passage du Charolais. Dans un bel immeuble semi-récent et au calme, au 3ème étage avec ascenseur, un appartement de 2 pièces de 40 m2 comprenant une entrée, un séjour exposé à l'Ouest, une cuisine semi-ouverte aménagée et équipée, une chambre avec dressing, une salle de douche avec WC et des rangements. Un cellier privatif de 2 m2 sur le pallier complète ce bien. Appartement calme, lumineux, bien agencé, bien optimisé et sans perte d'espace. A visiter rapidement. Exclusivité Moriss Immobilier. Moriss Immobilier, aujourd'hui reconnu comme acteur majeur de l'immobilier parisien grâce à son réseau unique de 20 agences et 150 collaborateurs sur Paris et proche banlieue, rassemblés sous le célèbre logo beige et noir. Moriss Immobilier, la bonne adresse pour trouver la vôtre.",2023-01-26,seloger,0
